Gene_ID	sp1	sp3
Jakmip2	1	1
Jam2	1	1
Jam3	1	1
Jarid2	1	1
Jmjd1c	0	1
Jph1	1	1
Jun	1	1
Jup	1	1
Kalrn	0	0
Kank3	1	1
Kank4	1	1
Kat2b	1	1
Kat6b	1	1
Katnal1	1	1
Katnal2	1	1
Kbtbd11	0	0
Kbtbd8	1	1
Kcna6	1	1
Kcnc1	0	1
Kcnip2	1	1
Kcnip3	1	1
Kcnj3	0	1
Kcnj5	0	0
Kcnk5	1	1
Kcnma1	0	0
Kcnmb4	0	1
Kcnq3	1	1
Kcnq5	0	1
Kcns3	0	1
Kctd1	0	1
Kctd11	1	1
Kctd12b	0	0
Kdelc1	1	1
Kdelc2	1	1
Kdelr1	1	1
Kdm1b	1	1
Kdm4c	1	1
Kdm6b	0	0
Kdm7a	0	1
Kdr	1	1
Khdc3	0	0
Khk	1	1
Khnyn	1	1
Kif13b	1	1
Kif1c	1	1
Kif21b	1	1
Kif26a	1	1
Kif26b	1	0
Kif3c	1	1
Kif5a	1	1
Kif6	1	1
Kifc3	0	0
Kirrel	0	1
Kirrel2	0	1
Kit	1	1
Kitl	1	1
Klf2	1	1
Klf3	1	1
Klf4	1	1
Klf5	1	1
Klf6	1	1
Klf9	1	1
Klhdc1	0	1
Klhdc2	0	1
Klhl13	1	1
Klhl17	1	1
Klhl23	1	1
Klhl26	1	1
Klhl5	1	1
Klhl6	0	0
Klhl8	1	1
Klk10	0	0
Kmt2e	0	0
Krt17	1	1
Krt18	1	1
Krt42	0	0
Krt7	0	0
Krt8	1	1
Krtcap3	1	1
Krtdap	0	0
L1cam	0	1
L1td1	1	1
L3mbtl2	1	1
L3mbtl3	0	1
Lag3	0	1
Lama1	1	1
Lama4	0	0
Lamc1	1	1
Lamc2	0	1
Laptm4b	0	1
Laptm5	0	0
Large	0	0
Larp1b	1	1
Lasp1	1	1
Lats2	1	1
Lax1	0	0
Lbh	1	1
Lck	0	0
Ldb2	0	0
Ldhb	1	1
Ldhc	1	1
Ldlrad4	1	1
Lef1	0	1
Lefty1	0	0
Lefty2	0	1
Letm2	1	1
Letmd1	1	1
Lgals3	0	1
Lgals3bp	0	0
Lgals9	0	0
Lgalsl	1	1
Lgr4	0	1
Lgr5	0	1
Lhfp	1	1
Lhfpl2	1	1
Lhx1	0	1
Lifr	1	1
Lima1	1	1
Limch1	1	1
Limd2	1	1
Liph	0	1
Lipo1	0	0
Lix1l	1	1
Lmbrd1	1	1
Lmf1	1	1
Lmntd2	0	0
Lmo1	0	0
Lmo2	0	1
Lmtk2	0	1
Lnx1	1	1
Loxl2	1	1
Loxl3	0	0
Lpar1	0	1
Lpgat1	1	1
Lpp	1	1
Lppr2	0	0
Lppr3	0	0
Lrch4	0	0
Lrfn4	1	1
Lrig1	1	1
Lrig3	0	1
Lrmp	1	1
Lrp1	1	1
Lrp2	1	1
Lrp3	0	1
Lrp4	1	1
Lrp5	0	1
Lrp8	1	1
Lrrc1	1	1
Lrrc16b	0	0
Lrrc2	0	0
Lrrc29	1	1
Lrrc3	1	1
Lrrc31	0	0
Lrrc34	1	1
Lrrc4b	0	0
Lrrc51	1	1
Lrrc58	0	1
Lrrc61	1	1
Lrrc75a	1	1
Lrrc8c	1	1
Lrrc8d	1	1
Lrriq4	1	1
Lrrk1	0	1
Lrrn4	1	1
Lsp1	0	0
Ltbp4	1	0
Ltbr	0	1
Ltv1	1	1
Ly6a	0	0
Ly6g6e	0	0
Lyl1	0	0
Lypla1	1	1
Lyrm2	1	1
Lysmd4	1	1
Lzts1	0	0
Lzts2	1	1
M1ap	1	1
Macf1	0	0
Macrod1	1	1
Macrod2	1	1
Mael	1	1
Mageb16	1	0
Maged1	1	1
Maged2	1	1
Mageh1	0	0
Mal2	1	1
Maml3	1	1
Man1a	1	1
Man1c1	1	1
Man2a1	1	1
Man2a2	1	1
Manba	1	1
Map1a	1	1
Map1b	1	1
Map2	1	1
Map2k5	1	1
Map3k11	0	0
Map3k12	0	0
Map3k5	1	1
Map4k5	0	0
Map6	1	1
Map7	1	1
Map7d1	1	1
Map7d2	0	0
Mapk13	1	1
Mapk3	1	1
Mapk8ip2	1	1
Mapk8ip3	1	1
Mapkapk2	1	1
Marcks	0	1
Marveld2	1	1
Marveld3	1	1
Mat2a	1	1
Mbnl1	0	1
Mboat1	1	1
Mc5r	0	0
Mcam	1	1
Mcf2	0	0
Mcf2l	0	1
Mcl1	1	1
Mctp2	1	1
Mdfi	1	1
Mdk	1	1
Mdn1	1	1
Med12	1	1
Mef2a	1	1
Mef2d	1	1
Megf11	1	1
Megf8	1	1
Mei4	1	1
Meis2	1	1
Mep1b	0	0
Mesp1	0	1
Mesp2	0	1
Mest	1	1
Mettl25	1	1
Mettl9	1	1
Mex3b	1	1
Mfap2	0	0
Mfap3l	1	1
Mfap4	0	0
Mfap5	1	0
Mfhas1	0	1
Mfng	1	1
Mfsd12	1	1
Mgarp	1	1
Mgat4a	1	1
Mgst1	1	1
Mia	0	0
Mib1	1	1
Micall1	1	1
Micall2	1	1
Micu2	1	1
Mid1	0	1
Mid2	0	0
Mien1	1	1
Mif4gd	1	1
Mip	0	0
Mitf	1	1
Mixl1	0	1
Mkrn1	1	1
Mlh3	1	0
Mllt3	0	1
Mllt6	1	1
Mlx	0	0
Mlycd	0	1
Mmd	1	1
Mme	1	1
Mmgt2	0	0
Mmp11	1	0
Mmp15	1	1
Mmp17	1	1
Mmp2	1	0
Mmp25	0	1
Mmp9	0	0
Mmrn2	0	0
Mobp	0	1
Mogat2	0	0
Mogs	0	1
Mok	0	0
Morc1	1	1
Morc3	1	1
Morc4	0	1
Morn1	0	0
Morn4	0	0
Mospd3	1	1
Mov10	1	1
Mov10l1	1	1
Mpc1	1	1
Mpdu1	1	1
Mpdz	0	1
Mpp2	1	1
Mpzl2	0	1
Mras	0	0
Mreg	0	1
Mrfap1	1	1
Mrpl23	1	1
Mrps18b	1	1
Mrps24	1	1
Ms4a4d	0	0
Msc	0	0
Msgn1	0	0
Msh6	1	1
Msi1	0	1
Msmo1	1	1
Msrb2	0	1
Mss51	0	0
Msx1	0	1
Msx2	0	1
Mt1	1	1
Mt2	1	1
Mt4	0	0
Mta1	0	1
Mtap7d3	0	1
Mtcp1	1	1
Mtg2	1	1
Mthfsd	1	1
Mtmr12	1	1
Mtmr7	1	1
Mtpn	1	1
Mtss1l	1	1
Mttp	0	0
Mtus1	1	1
Mum1l1	1	1
Mup6	0	0
Mvb12b	0	1
Mvp	0	0
Mxd3	1	1
Mxd4	1	1
Mxra8	1	1
Mybl2	1	1
Myc	1	1
Mydgf	1	1
Myh10	1	1
Myh13	0	0
Myh14	1	1
Myh3	0	0
Myl4	0	0
Myl6b	0	0
Mylpf	0	0
Myo1b	1	1
Myo1d	1	1
Myo1f	0	0
Myo1g	0	0
Myo3a	0	1
Myo5c	0	1
Myo7a	0	1
Myof	1	1
Myom2	0	0
Myrf	1	1
Myzap	1	1
N4bp3	0	0
Naa11	1	1
Naaa	1	1
Naalad2	0	0
Nadk2	1	1
Nadsyn1	0	0
Naga	1	1
Naglu	1	1
Nanog	0	0
Nanos3	0	0
Napepld	1	1
Naprt	1	1
Napsa	0	0
Nav2	1	1
Ncam1	0	1
Ncan	1	1
Nckap1l	0	0
Ncoa4	1	1
Ncs1	0	1
Ndn	0	1
Ndrg1	1	1
Ndst1	0	0
Ndst2	1	1
Ndufa4l2	0	0
Ndufb11	1	1
Nedd4l	1	1
Nefh	0	0
Nefl	1	1
Neil3	1	1
Nek9	0	1
Nenf	1	1
Nes	1	1
Neurod1	0	1
Nfam1	1	1
Nfatc1	1	1
Nfatc2ip	1	1
Nfatc4	1	1
Nfe2	1	1
Nfil3	1	1
Nfkbia	0	1
Nfkbid	1	1
Nfu1	1	1
Nfxl1	1	1
Ngfr	1	1
Nhsl2	0	1
Nid2	1	1
Nin	1	1
Nipsnap1	1	1
Nkd1	1	1
Nkrf	0	1
Nlgn3	0	0
Nlrc4	0	0
Nlrp14	0	0
Nlrp4a	0	0
Nlrp4f	0	0
Nlrp9b	0	0
Nmi	0	1
Nmnat2	1	1
Nnat	0	0
Noc3l	0	1
Nod2	1	1
Nodal	1	1
Nog	0	1
Nol4l	1	1
Nol6	1	1
Nos1	0	0
Notch2	1	1
Notch3	1	1
Notch4	0	0
Notum	1	1
Noxred1	0	0
Npc2	0	0
Npdc1	1	1
Nphp3	1	1
Nphs1	0	0
Npr1	1	1
Npr2	1	0
Nptx2	1	1
Nqo1	1	1
Nr0b1	0	1
Nr5a2	0	0
Nrarp	1	1
Nrbp2	1	1
Nrep	0	0
Nrg1	1	0
Nrip1	1	1
Nrm	1	1
Nrp1	1	1
Nrp2	1	1
Nsg1	0	1
Nsg2	0	0
Nsmaf	0	1
Nsmf	1	1
Nt5m	0	0
Ntmt1	0	0
Ntn1	1	1
Ntn4	0	1
Nuak1	1	1
Nuak2	1	1
Nubp2	0	0
Nucb1	1	1
Nudt1	1	1
Nudt10	0	0
Nudt11	0	0
Nudt16	1	1
Nudt7	1	1
Nufip2	0	1
Nup210	1	1
Nup35	1	1
Nupr1	0	0
Nxf7	0	0
Nxpe4	0	0
Nxph4	1	1
Nxt2	1	1
Nynrin	1	1
Oaf	1	1
Oas1a	1	0
Oas1g	0	0
Oat	1	1
Obsl1	0	1
Ocel1	1	1
Ociad1	1	1
Ocln	0	1
Olfm1	0	1
Olfm2	0	1
Olfml3	0	1
Olfr836	0	0
Olfr985	0	0
Ooep	0	0
Ophn1	0	1
Opn3	1	1
Optc	1	1
Ormdl2	0	0
Osbpl6	0	1
Ostf1	1	1
Ostm1	1	1
Otud3	1	1
Otud6a	0	0
Otx2	0	1
Ovol2	1	1
Oxld1	0	0
Oxnad1	0	0
Oxr1	1	1
P2rx7	0	0
P3h2	0	0
P4ha1	1	1
P4ha2	1	1
Pacs1	1	1
Pacsin1	1	1
Padi2	1	1
Padi3	1	1
Pafah2	1	1
Pag1	1	1
Paip1	0	1
Pald1	1	1
Palld	1	1
Palm3	1	1
Pam	1	1
Papolb	0	1
Papss1	1	1
Pard3	1	1
Pard6b	1	1
Parp12	0	1
Parp14	0	0
Parp9	0	1
Parva	0	1
Parvb	1	1
Patl2	0	0
Pax6	0	1
Pax8	0	0
Pbx1	1	1
Pbx2	1	0
Pbx3	1	1
Pcbp4	1	1
Pccb	1	1
Pcdh1	0	0
Pcdh18	0	0
Pcdh7	0	1
Pcdhac2	0	1
Pcdhga1	0	1
Pcdhgb6	0	1
Pcdhgc3	1	1
Pcdhgc4	1	1
Pcdhgc5	0	0
Pced1b	0	0
Pcgf5	0	0
Pck2	1	1
Pcmtd2	0	0
Pcnx	1	0
Pcolce	1	1
Pcolce2	0	1
Pcp4	0	0
Pcsk5	1	1
Pcsk6	0	1
Pctp	1	1
Pcyt1b	0	0
Pdcd4	1	1
Pdcl2	0	0
Pde1b	1	1
Pde3b	0	1
Pde4a	1	1
Pde5a	1	1
Pde9a	0	1
Pdgfc	1	1
Pdgfra	0	1
Pdgfrb	0	0
Pdk2	1	1
Pdlim1	1	1
Pdlim3	1	1
Pdlim4	1	1
Pdpn	1	1
Pdss1	1	1
Pdzd2	0	0
Pdzd4	0	1
Pdzk1	0	0
Pdzk1ip1	0	0
Pea15a	1	1
Pear1	0	1
Pecam1	0	0
Peg10	1	1
Peg3	1	1
Peli2	0	1
Per3	1	1
Perp	0	1
Pex2	0	1
Pex6	1	1
Pfkfb3	1	1
Pfkl	1	1
Pga5	0	0
Pgam2	0	0
Pgap1	1	1
Pgbd1	0	0
Pgc	0	0
Pgk1	1	1
Pgls	0	1
Pgm2	1	1
Pgr	0	1
Phactr2	0	1
Phc1	1	1
Phc2	1	1
Phf11d	0	0
Phf14	0	0
Phf19	0	1
Phf2	0	1
Phka2	1	1
Phkg1	0	0
Phlda1	1	1
Phlda2	0	0
Phldb2	0	1
Phlpp2	1	1
Phyh	1	1
Phyhd1	1	1
Phyhipl	1	1
Pianp	1	1
Pias2	1	1
Pick1	0	1
Pid1	0	1
Piezo2	0	1
Pigc	0	1
Pigl	1	1
Pigp	1	1
Pik3cb	1	1
Pik3cd	1	1
Pik3ip1	1	1
Pim1	1	1
Pim2	0	1
Pim3	1	1
Pinx1	0	1
Pip4k2a	1	1
Pipox	1	1
Pir	0	1
Pirt	0	0
Pitpnm2	0	0
Pitx2	1	1
Piwil2	1	1
Pja1	1	1
Pkd1	1	1
Pkdcc	1	1
Pkn3	1	1
Pknox2	0	1
Pkp2	1	1
Pkp3	1	1
Pla1a	0	0
Pla2g10	1	1
Pla2g16	1	0
Pla2g1b	0	1
Pla2g5	0	0
Plac1	0	0
Plac8	0	0
Plag1	1	1
Plaur	0	1
Plbd1	0	1
Plcb2	0	0
Plcb4	0	0
Plcd1	1	1
Plcg2	1	1
Plch1	0	0
Plcl2	1	1
Plekha4	0	0
Plekha6	0	0
Plekha7	1	1
Plekhb1	1	1
Plekhd1	0	1
Plekhf1	1	1
Plekhf2	1	1
Plekhg1	1	1
Plekhg2	1	1
Plekhg4	1	1
Plekhh3	1	1
Plekhm1	1	1
Plekhm2	0	1
Plekhn1	1	1
Plekho1	0	1
Plk3	1	1
Plk5	1	1
Plod2	1	1
Pls1	0	1
Plscr3	1	1
Pltp	1	1
Plxdc1	0	1
Plxna2	0	1
Plxna4	0	1
Plxnb2	1	1
Plxnd1	1	0
Pmel	0	0
Pml	1	1
Pmm1	1	1
Pmp22	1	1
Pnldc1	0	1
Pnma5	0	0
Pno1	1	1
Pnp	1	1
Pnpla2	1	1
Poc1b	1	1
Podxl	0	1
Pogk	1	1
Pold4	1	1
Pole4	1	1
Polg	0	1
Polr2l	0	0
Pop1	0	0
Porcn	1	1
Pou3f1	1	1
Pou4f2	0	0
Pou5f1	1	1
Pou6f1	0	1
Ppa1	1	1
Ppap2a	0	0
Ppapdc1b	0	0
Ppcs	0	0
Ppfibp1	1	1
Ppfibp2	1	1
Ppic	0	1
Ppil4	0	1
Ppil6	1	1
Ppl	0	1
Ppm1j	1	1
Ppp1r17	0	0
Ppp1r1a	0	1
Ppp1r21	1	1
Ppp1r26	1	1
Ppp1r3b	1	1
Ppp1r3c	0	1
Ppp1r3g	0	1
Ppp2r2d	1	1
Ppp2r3a	1	1
Ppp2r3c	1	1
Ppp3ca	1	1
Ppp3cc	0	1
Ppp6r2	1	1
Ppt2	0	1
Pqlc1	1	1
Pramef12	1	1
Pramef8	1	1
Pramel6	0	0
Pramel7	0	0
Prdm1	1	1
Prdm14	0	0
Prdm6	0	1
Prdx1	1	1
Prdx4	1	1
Prex1	1	1
Prex2	0	0
Prickle3	1	1
Primpol	0	0
Prkaa2	0	1
Prkar1a	1	1
Prkar1b	0	0
Prkar2b	1	1
Prkce	1	1
Prkcg	1	1
Prkcz	1	1
Prkd1	0	1
Prkd2	0	1
Prkra	1	1
Prlr	0	0
Prokr1	1	1
Prox1	0	1
Prr13	0	1
Prr15l	0	1
Prrg1	0	1
Prrg3	1	1
Prrg4	1	1
Prrx2	0	1
Prss12	0	1
Prss23	1	1
Prss35	0	1
Prss50	0	1
Prtg	0	1
Prune	0	0
Prune2	0	1
Prx	0	0
Psd4	1	0
Pskh1	1	1
Psma8	0	0
Psors1c2	0	0
Pstpip1	0	1
Ptbp2	0	1
Ptch1	1	1
Ptch2	1	1
Pter	1	1
Ptgds	0	0
Ptges	0	0
Ptgis	0	0
Ptgr1	0	1
Pth1r	0	1
Ptk2b	1	1
Ptk7	1	1
Ptms	0	1
Ptov1	1	1
Ptpdc1	1	1
Ptpn13	1	1
Ptpn18	1	0
Ptpn3	1	1
Ptpn6	1	0
Ptpn9	0	1
Ptpra	0	1
Ptprd	0	0
Ptprm	0	1
Ptprs	1	1
Ptpru	0	1
Ptrf	1	1
Pts	1	1
Purg	0	0
Pvr	0	1
Pwwp2b	1	1
Pxdn	1	1
Pxmp2	1	1
Pxylp1	1	1
Pycard	0	1
Pycr1	1	1
Pycr2	1	1
Pygl	1	1
Pygo1	1	1
Rab11fip2	1	1
Rab11fip3	1	1
Rab12	0	1
Rab25	0	0
Rab27a	0	1
Rab29	0	1
Rab2a	1	1
Rab30	0	1
Rab37	1	1
Rab3d	1	1
Rab3il1	1	1
Rab3ip	1	1
Rab4a	1	1
Rabgap1l	1	1
Rabl6	1	1
Raet1a	1	1
Raet1c	1	1
Rai1	1	1
Ralgps1	1	1
Ramp2	0	1
Ramp3	1	1
Ranbp17	1	1
Rap1gap	1	1
Rap1gds1	1	1
Rap2c	1	1
Rapgef4	0	0
Rapgef5	0	0
Rarg	1	1
Rasa3	1	1
Rasd2	1	1
Rasgrp1	0	1
Rasgrp2	1	1
Rasgrp3	0	0
Rasgrp4	0	0
Rassf8	0	0
Rassf9	0	0
Rbfox2	1	1
Rbm19	1	1
Rbm20	0	1
Rbm24	0	1
Rbm43	0	1
Rbm44	0	1
Rbm47	0	1
Rbms1	1	1
Rbms3	0	0
Rbmxl2	1	1
Rbpj	1	1
Rcan3	1	1
Rcbtb2	1	1
Rcn1	1	1
Rcn2	1	1
Rcn3	0	1
Rcor3	1	1
Rdh11	1	1
Rdh14	0	1
Rdx	1	1
Rec114	0	0
Rec8	0	0
Reck	1	1
Reep1	0	1
Reep5	1	1
Reep6	0	0
Reln	1	1
Rep15	0	0
Repin1	1	1
Rest	1	1
Rex2	1	1
Rfc5	1	1
Rftn1	0	1
Rfx2	1	1
Rfx3	1	1
Rgl1	1	1
Rgs11	1	1
Rgs3	0	0
Rgs4	0	0
Rgs5	0	0
Rgs9bp	1	1
Rhbdl3	0	1
Rhd	0	0
Rhob	1	0
Rhobtb1	0	0
Rhobtb3	1	1
Rhof	1	0
Rhog	1	1
Rhoj	0	0
Rhoq	1	1
Rhou	1	1
Rhox5	0	1
Rhox6	0	0
Rhox9	0	0
Rif1	1	1
Rims1	0	1
Rims4	1	1
Rin3	0	1
Ring1	1	1
Rinl	0	0
Ripk1	0	0
Ripk2	0	0
Ripply1	0	0
Rlbp1	0	0
Rln3	0	0
Rmdn1	1	1
Rmnd5b	1	1
Rnd1	1	1
Rnd3	0	1
Rnf103	1	1
Rnf11	1	1
Rnf123	0	1
Rnf125	1	1
Rnf128	1	1
Rnf130	1	1
Rnf135	1	1
Rnf144a	0	1
Rnf157	1	1
Rnf17	1	1
Rnf19a	1	1
Rnf19b	1	1
Rnf217	0	1
Rnf24	1	1
Rnpepl1	0	0
Robo4	0	0
Rom1	1	1
Ropn1l	1	1
Ror2	0	1
Rora	1	1
Rorc	0	0
Rp9	1	1
Rpa1	0	0
Rpl10l	0	0
Rpl39l	0	0
Rpp25	1	1
Rps27	0	0
Rps6ka6	0	0
Rps6kl1	1	1
Rras	1	1
Rrn3	1	1
Rsph1	1	1
Rsph3a	1	1
Rsph3b	1	1
Rspo3	0	1
Rsrp1	1	1
Rtkn	1	1
Rundc3a	1	1
Runx1	0	1
Rwdd2a	1	1
Rwdd3	1	1
Rxra	0	1
S100a1	0	0
S100a11	1	1
S100a13	0	0
S100a16	0	0
S100a4	0	0
S100a6	1	1
S1pr1	1	1
Sall1	1	1
Sall3	0	1
Samd10	0	1
Samd14	0	1
Samd5	0	0
Sap25	0	1
Sapcd1	0	0
Saraf	1	1
Sarm1	1	1
Sat1	0	1
Sat2	1	1
Satb1	1	1
Sbf2	1	1
Sbsn	0	0
Scamp5	1	1
Scand1	0	0
Scarb1	1	1
Scarf2	0	1
Sccpdh	1	1
Scfd2	0	0
Scrn1	1	1
Sct	1	1
Scube1	1	1
Scube2	1	1
Scube3	1	1
Sdc2	1	1
Sdc3	0	1
Sdc4	1	1
Sdf2l1	1	1
Sdk1	1	1
Sdk2	0	0
Sec11c	1	1
Sec14l1	1	1
Sec14l2	1	1
Sec23b	1	1
Sec24d	1	1
Selo	0	0
Sema3a	0	1
Sema3c	0	1
Sema3e	0	1
Sema3f	1	1
Sema4a	0	1
Sema4b	1	1
Sema4c	1	1
Sema4d	1	1
Sema5a	1	1
Sema6b	1	1
Sema6d	1	1
Senp3	1	1
Senp7	1	1
Sepn1	0	0
Sepw1	0	0
Serf1	1	1
Serinc3	1	1
Serpinb6b	0	1
Serpinb6c	0	0
Serpinb9	0	0
Serpinb9b	0	0
Serpine1	0	0
Serpine2	1	1
Serping1	1	1
Serpinh1	0	0
Serpini1	0	0
Sesn2	1	1
Setbp1	0	1
Setd7	1	1
Setx	0	1
Sez6l2	0	0
Sfi1	0	0
Sfmbt2	0	1
Sfn	1	1
Sfrp1	0	1
Sfrp4	0	1
Sft2d3	0	0
Sgcb	1	1
Sgce	1	1
Sgk1	1	1
Sgk2	0	0
Sgk3	0	0
Sgms2	0	0
Sgol2b	0	0
Sgsh	0	0
Sh2b3	1	1
Sh3bgrl	0	1
Sh3bgrl3	1	1
Sh3bp1	1	1
Sh3bp4	1	0
Sh3bp5	0	1
Sh3gl2	1	1
Sh3glb1	1	1
Sh3pxd2b	0	1
Sh3rf3	0	1
Shank3	1	1
Shc2	1	1
She	0	1
Shisa8	0	1
Shroom1	0	1
Siah1b	1	1
Siah2	1	1
Sigirr	1	1
Sirpa	0	1
Sirt1	1	1
Six1	0	1
Six2	0	1
Six4	1	1
Six5	1	1
Skap1	0	1
Skap2	1	1
Skida1	0	0
Slain1	1	1
Slc10a7	1	1
Slc12a8	1	1
Slc13a4	0	0
Slc15a1	1	0
Slc16a2	0	1
Slc16a3	1	1
Slc17a9	0	1
Slc18a2	0	0
Slc19a3	0	0
Slc1a1	1	1
Slc20a1	1	1
Slc22a17	1	1
Slc22a21	0	0
Slc22a23	1	1
Slc23a1	0	0
Slc23a2	1	1
Slc25a12	1	1
Slc25a19	0	1
Slc25a20	1	1
Slc25a23	1	1
Slc25a24	0	0
Slc25a33	1	1
Slc25a37	1	1
Slc25a38	1	1
Slc25a40	1	1
Slc25a5	1	1
Slc26a11	1	1
Slc27a2	0	1
Slc27a3	1	1
Slc28a1	0	0
Slc29a1	1	1
Slc30a2	0	1
Slc30a3	1	1
Slc30a4	1	1
Slc31a2	0	1
Slc32a1	0	0
Slc35d3	1	1
Slc35f2	1	1
Slc35g1	0	1
Slc35g2	0	1
Slc37a1	1	1
Slc38a4	0	0
Slc39a14	1	1
Slc39a4	1	0
Slc39a8	1	1
Slc40a1	1	1
Slc43a1	0	1
Slc44a1	1	1
Slc44a4	1	0
Slc44a5	0	0
Slc45a4	0	0
Slc46a1	1	1
Slc46a3	0	0
Slc47a1	0	1
Slc4a11	1	1
Slc4a4	1	1
Slc4a5	0	0
Slc4a7	1	1
Slc5a11	0	0
Slc5a3	1	1
Slc5a4b	0	0
Slc6a6	1	1
Slc6a9	1	1
Slc7a2	1	0
Slc7a3	1	1
Slc7a6	1	1
Slc7a7	1	1
Slc7a8	1	1
Slc8b1	1	1
Slc9a3r1	1	1
Slc9a5	1	1
Slc9b1	1	1
Slco3a1	1	1
Slco4a1	0	0
Slco4c1	1	1
Slfn9	1	0
Slit1	0	0
Slit3	1	1
Slk	0	1
Smad1	0	1
Smad3	1	1
Smad4	1	1
Smad6	1	1
Smad9	0	1
Smagp	0	1
Smarca2	0	1
Smarcad1	0	1
Smarcd3	1	1
Smc1b	0	1
Smim1	1	1
Smim19	1	1
Smo	1	1
Smoc1	1	1
Smox	1	1
Smpd1	1	1
Smpdl3b	0	0
Sms	1	1
Smtnl2	1	1
Smyd1	0	0
Snai1	1	1
Snai3	1	1
Sned1	1	1
Snn	1	1
Snrk	1	1
Snrpn	0	0
Snta1	1	1
Snurf	0	1
Snx10	1	1
Snx11	1	1
Snx21	1	1
Snx25	0	0
Snx33	0	1
Soat1	1	1
Socs3	1	1
Sod2	1	1
Soga1	1	1
Soga3	0	0
Sohlh2	0	1
Sorbs3	0	1
Sord	1	1
Sorl1	1	1
Sos2	0	1
Sowahc	0	0
Sox11	1	1
Sox13	0	1
Sox15	1	1
Sox2	1	1
Sox7	0	1
Sox9	1	1
Sp5	0	1
Spag4	1	1
Spata22	0	1
Spata24	1	1
Spats2l	0	1
Specc1	1	1
Speg	1	1
Spg20	0	1
Spic	0	0
Spin2c	0	1
Spink2	1	1
Spint1	1	1
Spint2	1	1
Spire1	0	0
Spire2	1	1
Spns2	1	1
Spp1	0	0
Spry2	1	1
Spry4	1	1
Spsb3	1	1
Spta1	0	0
Sptbn2	1	1
Sptbn4	1	1
Srd5a1	0	0
Srebf2	1	1
Srgap1	1	1
Srr	0	0
Ssbp2	1	1
Ssbp3	1	1
Ssr2	0	1
St14	1	1
St3gal1	1	1
St3gal2	1	1
St3gal4	1	1
St3gal5	1	1
St3gal6	1	1
St6gal1	1	1
St6galnac2	0	1
St6galnac3	1	1
St6galnac4	1	1
St7	0	1
St8sia2	0	1
Stac2	1	1
Stag2	0	1
Stag3	1	1
Stard13	1	1
Stard4	1	1
Stard8	0	1
Stat3	1	1
Stat4	0	0
Stat5a	1	1
Stat5b	1	1
Stbd1	1	1
Steap1	1	1
Steap3	1	1
Stk31	0	1
Stk38	1	1
Stk38l	1	1
Stk39	1	1
Stk4	0	0
Stmn2	1	1
Stmn3	0	1
Ston2	0	0
Stra8	0	0
Stradb	1	1
Stx17	1	1
Stx2	1	1
Stx3	0	1
Stxbp5	0	1
Stxbp6	0	1
Sult4a1	1	1
Sult6b1	0	0
Sun2	0	0
Susd2	1	1
Susd5	1	1
Suv39h1	1	1
Svip	1	1
Svop	1	1
Syce1	0	1
Syce3	1	1
Syde1	0	0
Syk	1	1
Syndig1	0	1
Syndig1l	1	1
Syngap1	0	0
Syngr1	0	1
Syngr3	0	0
Synj2	1	1
Synrg	1	1
Syt11	1	1
Syt5	1	1
Syt7	1	1
Syt9	0	1
T	0	1
Taf7	0	1
Tagln	0	1
Tagln3	0	0
Tal1	0	1
Taldo1	1	1
Tanc1	1	1
Tanc2	1	1
Tap1	1	1
Tap2	0	1
Tarbp2	0	0
Tatdn2	1	1
Taz	0	0
Tbc1d10a	1	1
Tbc1d12	0	1
Tbc1d16	0	0
Tbc1d2	1	1
Tbc1d25	1	1
Tbc1d4	1	1
Tbc1d5	0	1
Tbc1d9	1	1
Tbc1d9b	0	1
Tbkbp1	1	1
Tbx2	0	0
Tbx20	0	1
Tbx3	0	1
Tbx5	0	0
Tbx6	1	0
Tcaf1	0	1
Tcea3	1	1
Tceal1	0	1
Tceal3	0	0
Tcf12	0	1
Tcf15	1	1
Tcf7l2	1	1
Tcfl5	1	1
Tcl1	1	1
Tcn2	1	1
Tcte2	1	1
Tdgf1	1	1
Tdh	0	1
Tdrd12	0	1
Tdrd3	1	1
Tdrkh	0	1
Tdrp	1	1
Tead2	1	1
Tead4	0	1
Tef	1	1
Tek	0	0
Tekt1	0	0
Tenm3	0	0
Tes	1	1
Tesk2	1	1
Tet1	0	0
Tet2	1	1
Tet3	1	1
Tex11	0	1
Tex14	1	1
Tex19.1	0	1
Tex2	1	1
Tex21	0	0
Tfap2c	1	1
Tfcp2l1	1	1
Tfe3	1	1
Tfeb	1	1
Tfpi	0	0
Tgfb1	1	1
Tgfb1i1	0	0
Tgfb2	0	0
Tgfbr2	0	0
Tgfbr3	0	1
Tgm1	1	1
Tgm3	0	0
Thap2	0	0
Thap3	1	1
Thbs1	0	1
Them6	1	1
Thoc7	0	1
Thra	1	1
Thsd1	1	0
Thsd7a	0	0
Thy1	0	1
Tiam2	0	0
Tigar	0	1
Timm8a2	0	0
Timp1	0	1
Timp2	0	1
Tipin	1	1
Tirap	0	1
Tjp2	1	1
Tjp3	1	1
Tle1	1	1
Tle3	1	1
Tle4	1	1
Tle6	1	1
Tll1	0	1
Tlr2	0	1
Tm4sf5	0	0
Tm7sf3	0	1
Tmc4	0	0
Tmc7	0	1
Tmcc2	0	1
Tmem102	1	0
Tmem119	0	0
Tmem125	1	1
Tmem132a	1	1
