gene	E14_ES_fpkm	E14_flk_fpkm	E14_HE1_fpkm	E14_HE2_fpkm	E14_prog_fpkm	Sp1hyp_ES_fpkm	Sp1hyp_Flk_fpkm	Sp1hyp_HE1_fpkm	Sp1hyp_HE2_fpkm	Sp1hyp_prog_fpkm
0610005C13Rik	1.19090845	0.79307425	0.573937483	0.48255335	0.280026633	1.03489485	0.558451	1.011529667	0.9472266	0.497509183
0610007P14Rik	15.8124461	20.15098262	18.48855833	23.68946067	19.60279608	12.90787758	15.85201172	16.43303708	19.7087834	17.41062008
0610009B22Rik	26.77690415	22.4488464	17.55214357	22.13687582	18.71952785	26.93853162	20.04367708	12.14572805	16.27198835	18.50421457
0610009L18Rik	0.714239333	0.9305953	0.653248817	0.874260017	1.740044167	0.808017933	1.0558706	0.559466333	1.295430067	2.429311467
0610009O20Rik	13.96823045	25.0851964	22.89270925	22.73864702	23.69735267	18.08633663	27.86470213	30.38510678	30.14950385	29.42145473
0610010B08Rik	0.000502967	0.01539295	0.027547592	0.026833117	0.62512545	0.001977733	0.00766475	0.048170267	0.045311283	0.1016966
0610010F05Rik	5.8761688	8.482548917	12.72582098	18.66196922	18.31836352	6.663564983	10.53295902	13.6562702	20.63910577	20.07928962
0610010K14Rik	27.99546772	39.60992933	49.0340902	62.11029222	49.52587755	32.66435737	38.03094592	44.07246367	53.76002627	42.74241722
0610012G03Rik	8.44485245	13.51109363	12.86334575	13.35759468	10.54881455	6.458660483	11.20087093	9.707702167	9.068631	11.02692857
0610030E20Rik	2.7776334	7.853575067	2.854959683	3.42386995	5.25035795	4.771899617	7.982581	3.6489113	5.41668425	6.788607817
0610037L13Rik	13.59060932	15.13122082	15.3827826	23.57489855	18.15119153	16.25436415	17.7254999	21.80720355	26.36652383	21.68704457
0610038B21Rik	0.224258417	0.896586083	0.53568725	0.474300833	0.7932731	0.1301898	0.560740567	0.557515817	0.172117233	1.25257355
0610039H22Rik	2.382128833	1.1198409	1.070783033	1.1768208	1.066085217	2.6290804	2.06388575	1.194272883	1.680963117	0.86897225
0610039K10Rik	0.610095783	0.945743667	0.060025133	0.090479817	0.105552025	0.288827767	0.767655017	0.25069845	0.204537633	0.342908717
0610040B10Rik	0.234830517	2.048953683	0.737745217	1.726020333	1.4879446	0.144470367	1.112111367	1.77356585	1.455970483	2.73443615
0610040F04Rik	1.98345785	0.170002433	0.020300008	0.054142633	0.045760308	3.5925498	0.007362317	0.001723592	0.00155065	0.082341492
0610040J01Rik	0.683394983	0.133193717	0.2784686	0.102948583	0.109569608	0.320874633	0.266421883	0.26915455	0.040544033	0.007057617
0610043K17Rik	0.715815783	0.037477483	0.216176408	0.0003658	0.000715	0.261846567	0.329636567	0.542089817	0.32966695	0.156048425
1010001N08Rik	0	3.006688633	1.537344533	0.37798205	0.000715	0	4.440890383	1.31619	0.58767495	0.007057617
1110002J07Rik	0.701533783	0.08670465	0.013085225	0.0003658	0.000715	1.055398183	0.262778383	0.156022833	0.00155065	0.070714225
1110002L01Rik	18.91151567	6.420385083	2.693214967	4.643030467	5.418046267	17.78965213	11.10313178	3.490554283	5.074353483	8.810278733
1110004E09Rik	18.2700393	16.66394217	15.75891038	19.31227295	17.66994035	14.75797395	13.97533688	13.7843523	15.40875102	14.80657963
1110004F10Rik	49.58546895	68.45072805	63.6249739	75.6674415	78.85152	41.34322523	64.84864958	58.15829547	62.347244	63.26064883
1110006O24Rik	0.161985767	0.383439467	0.984492483	0.58075695	0.9680662	0.13526865	0.3595852	0.588536367	0.795167983	0.878389767
1110008F13Rik	59.1961351	46.58537902	64.92044205	69.89935492	94.96723532	52.05523307	54.20456623	60.49301448	60.40215855	86.94206223
1110008L16Rik	20.57608832	13.06210035	6.20368205	10.27075498	11.15765722	17.06867367	11.1784644	6.336157883	9.6258868	12.7901025
1110008P14Rik	5.763001767	2.403061283	2.7692665	2.400238833	6.391102367	8.342814017	4.888378883	1.465564233	1.13505475	6.911956833
1110012L19Rik	12.66650917	28.53909815	15.54376517	15.74454825	11.28518383	8.722093317	10.50737343	5.940263333	6.044867817	6.556348567
1110019D14Rik	4.984876017	2.04287595	1.9325111	2.513866967	1.59183845	4.4206646	1.274861683	0.842913183	1.977394717	1.67659425
1110020A21Rik	0.335036933	0.665726483	0.181500017	0.181427367	0.711414433	0.449015133	0.362012383	0.42812905	0.92906155	1.9070714
1110032A03Rik	1.466929817	3.15899875	2.831001233	4.0593163	3.983531533	1.162647517	3.985195483	2.571533167	3.23576025	5.3018298
1110032F04Rik	0.2010397	1.47659225	0.19563235	0.2161085	0.1291041	0.212436533	0.878522433	0.170424033	0.322280467	0.161396133
1110034G24Rik	4.831773417	3.71927355	4.38173595	3.285208417	2.844219733	5.293708917	3.406517733	4.44536105	3.295003083	4.457788
1110037F02Rik	24.10336733	22.13838965	25.84749433	27.0356966	25.8218241	22.23076648	23.05716897	27.60822722	27.8037837	29.2682278
1110038B12Rik	75.6820121	87.11284405	33.55214975	53.77033038	73.30364033	89.22571653	90.9149913	53.80449803	89.05903662	76.13673032
1110038F14Rik	14.81711103	12.62569747	14.55526462	15.44045922	17.10694323	12.40894367	13.8449845	12.19404922	14.01944312	13.19485525
1110051M20Rik	6.693537283	13.86694298	12.45822928	11.94509595	13.4939391	5.827554883	14.29134045	9.74111095	12.59027298	13.86190828
1110058D11Rik	0.762300517	1.30520575	2.658482933	4.628668183	3.9349994	0.621618233	1.393398	3.200832717	6.011530383	7.3579087
1110059E24Rik	20.92214213	24.4180088	15.92785643	13.79610613	10.77171408	16.70038548	21.41749133	16.32656127	16.16092827	13.65583032
1110059G10Rik	1.62961965	2.188740833	2.01500155	2.887653617	3.3732113	1.411415967	2.435016983	2.803115167	3.306093567	4.466749633
1110065P20Rik	5.083179683	12.4748605	12.25603697	9.89682585	8.920158033	6.027866033	9.087053217	12.19068235	10.1907915	7.80543005
1190002N15Rik	11.1263733	7.89939435	7.19539155	4.2876269	6.008594117	11.02053512	9.366176733	8.902334983	6.891808433	5.8634826
1190005I06Rik	11.17288765	0	0.000444875	0.0003658	0.000715	10.5105518	0	0.001723592	0.00155065	0.007057617
1190007I07Rik	7.579277417	9.5293215	1.84190935	4.191254983	5.261002367	11.76456892	7.19949105	3.51797475	6.337736967	7.329705717
1300002E11Rik	3.286020517	2.22916335	1.17432925	1.9180587	1.8445176	2.794180867	1.8809838	1.068737167	1.7741552	2.374382117
1300017J02Rik	0.041383417	0	0.101095983	0.530163667	3.778535383	0.09308255	0.04151765	0.052791067	0.596442717	8.82605835
1500004A13Rik	5.64404835	3.0118144	2.846787283	3.98867455	4.572068017	5.354516733	4.5886842	3.6061032	4.3311563	4.686759
1500009L16Rik	16.01045212	3.668906583	9.525226767	3.15628525	0.685229233	9.739105367	3.600427917	4.181050383	1.815242267	8.141345367
1500011B03Rik	11.8867453	8.674318983	6.399104367	4.757993217	7.029324767	11.32727372	8.215613883	6.927396833	5.54553135	7.135278733
1500011K16Rik	3.467968767	4.036422133	4.999915867	6.5181451	5.16558995	5.918201	3.25241555	4.2364874	5.92557965	7.410055317
1500015A07Rik	4.749076833	6.272346417	4.472047183	3.869574217	4.2790236	5.322007433	5.8518365	4.2580632	4.400392367	5.0824223
1600002H07Rik	11.49024957	13.14743683	17.74334402	16.04971353	17.4158236	12.8185735	14.008179	15.9128287	16.17546473	19.89319982
1600002K03Rik	6.259683267	2.526147383	3.253611183	4.178951933	4.482230317	4.854612483	3.59114295	2.444460367	3.3232194	3.092998
1600012H06Rik	8.10751105	9.17934635	8.438085633	6.860534267	6.279631817	11.47455738	10.029701	9.425649083	6.763609217	6.407975817
1600014C10Rik	2.402383333	2.271115883	2.502715967	3.530323433	4.249762917	1.7604869	1.866581133	2.483144067	2.9399375	3.795966067
1600020E01Rik	10.38161568	7.789430833	5.387183183	7.924048433	8.432691533	9.648164133	8.11396775	8.3421583	9.545596083	12.12262715
1600023N17Rik	0.379352333	0.993471617	0.412986817	0.198294683	0.30193075	0.176596417	0.542161433	0.2285573	0.205777183	0.531774133
1600029I14Rik	0.15416385	0.174044833	0.711114483	0.9974215	0.963148267	0.059611217	0.309083867	0.175462967	0.879073217	0.791071367
1700001D01Rik	0.19915525	1.2174817	1.81537795	1.151171733	0.735242658	0.33627165	1.739313733	1.86715095	0.949440717	0.747208283
1700001G11Rik	0.22795675	0.46201345	0.063724475	0.223696117	0.258119617	0.05132685	0.039323567	0.066418017	0.18321165	1.003019583
1700001G17Rik	0.050139817	0.531552083	0.194271933	0.224862517	0.52040015	0.04843765	0.366996267	0.5068927	0.47234815	0.698342583
1700001K19Rik	0.44939515	0.640211883	1.474237283	1.393202233	1.6411035	0.689969967	1.510308783	1.521904933	1.418614333	1.425230933
1700001K23Rik	0.051688167	0.62813805	0.99806065	0.93461155	0.4386622	0.095779617	0.868807083	1.188989417	1.138470133	1.56618845
1700001L05Rik	10.48451713	1.514699417	0.506619517	0.546076933	1.093737933	7.036000567	0.580934167	0.88797535	0.665565083	0.827305883
1700001P01Rik	0.8000971	0.801139917	1.16819725	1.0540794	2.287275817	0.943001283	0.947873417	1.062902633	1.56307955	0.974090667
1700003E16Rik	0.15012415	1.115868433	0.0438672	0.07276055	0.000715	0.233721933	0.850850267	0.237309367	0.079960433	0.087037358
1700003F12Rik	0.135234317	1.516336467	0.50137065	0.835781533	0.897860983	0.070762333	0.491112333	0.109354608	0.741734883	0.007057617
1700003M07Rik	0.11960335	0.15579355	0.061027108	0.025975267	0.000715	0.446014167	0.037746267	0.114082033	0.00155065	0.087177375
1700007J10Rik	0.779421033	1.431949167	2.931983817	2.154211517	1.85682795	0.725219833	1.297066867	1.91367495	1.891846583	1.336126933
1700007K13Rik	7.560599933	1.601402667	2.848752267	2.140131167	0.488677517	5.999966	0.445416017	3.0509232	1.739078067	0.467754833
1700007L15Rik	2.832479467	2.021538583	0.5874017	1.650271983	1.529809733	2.88202095	2.65337115	1.216527817	1.494580467	2.674177717
1700008J07Rik	1.06076445	2.023470167	0.95619825	1.026888083	1.11788255	1.5069272	2.05534565	1.253461617	1.68611605	1.823934033
1700008O03Rik	0.241365067	0.57390865	0.000444875	0.207924283	0.140761825	0.27881635	0.2830562	0.118678342	0.346340267	0.007057617
1700010I14Rik	0.214740433	0.675960667	0.424835783	1.002995733	0.743052267	0.15588735	0.632668483	0.105961158	0.267758083	0.409454317
1700012D01Rik	0.02468505	0.4994472	0.310044983	0.125499633	0.258098267	0.392180267	0.6143454	0.5232956	0.07678785	0.154200325
1700012D14Rik	0.6266317	0.992762567	0.045906175	0.1923001	0.323954975	1.201051083	0.69133605	0.445232117	0.081984467	0.445859658
1700012D16Rik	0.629971383	0.822055117	2.3852445	1.878258217	0.566400667	1.389082367	2.314800983	3.181330533	1.9945747	1.515104433
1700017B05Rik	8.532806633	12.71047122	46.49232905	19.57601592	12.21554047	5.350773383	10.86632565	31.08048585	7.52534	4.944174083
1700017J07Rik	1.148899233	0	0.000444875	0.067631167	0.000715	0.7678324	0	0.001723592	0.109197333	0.134026875
1700019A02Rik	2.4979342	0	0.000444875	0.042928833	0.121503825	5.071546	0.10911065	0.001723592	0.167332117	0.007057617
1700019D03Rik	18.88982997	1.113664083	0.14813065	0.393601383	0.493892817	18.55933548	0.765029883	0.001723592	0.53914025	0.495815817
1700019E08Rik	0.2604894	0	0.000444875	0.0003658	0.000715	0.741709483	0.015789783	0.001723592	0.00155065	0.007057617
1700020A23Rik	0	0.1948155	1.028174083	1.794967533	0.914318817	0	0.1623389	0.514045517	0.7591585	0.735400017
1700020D05Rik	0.576149433	0.904610517	0.64663405	0.381144467	0.487880167	0.596515567	0.7602752	0.38888425	0.6014936	0.4455864
1700020I14Rik	22.86151055	43.79376872	37.34343057	37.29976855	31.2459623	26.28249903	49.79908465	40.69334808	38.63372585	47.8376164
1700020L24Rik	0.011877467	0	0.417531783	1.151119533	0.159548667	0.006178133	0	0.322482375	0.34587355	0.007057617
1700021F05Rik	27.03413382	19.22610185	10.86142093	15.57724208	13.56210277	31.05514785	18.21489355	11.06932168	15.49581752	17.58075483
1700022H01Rik	0.522940083	0	0.000444875	0.28782995	0.418560333	0.525975983	0.452676517	0.084553017	0.440762417	1.00462355
1700022I11Rik	0.0145469	0.302167133	1.6190032	2.0906211	2.523313933	0.016544433	0.230889083	1.402590533	1.580028717	2.056509883
1700025G04Rik	1.094126517	4.965590967	3.52152155	2.458284317	3.113519617	0.31145965	3.0623429	2.8727263	2.20084655	3.184539467
1700028B04Rik	1.108046033	0	0.000444875	0.0003658	0.000715	0.483982967	0.037882667	0.001723592	0.00155065	0.007057617
1700028E10Rik	0.028566983	0.442797517	0.371247333	1.022224867	0.562537083	0.036402083	0.475247283	2.6422504	1.65752275	0.926787117
1700028J19Rik	0.14913205	0.086384233	0.14858835	0.1042711	0.27487225	0.305059967	0.459795333	0.59873775	0.5868735	1.24204705
1700028K03Rik	0.702381667	0.988155183	0.556447583	1.102274233	0.896416183	1.409337117	1.31157225	1.314022567	1.540344	1.71670025
1700029H14Rik	0.042209817	0	0.9475699	0.999055033	1.329473867	0.151903467	0	1.103493633	1.1667206	0.819391508
1700029I15Rik	0.23809805	0	0.598067117	0.516020133	0.518986108	0	0.2066562	0.001723592	0.537491833	0.263016908
1700029J07Rik	0.098103167	2.5413989	0.325843383	0.648198717	0.553334467	0.101333633	1.26880645	0.168935667	0.701637433	0.54628525
1700029P11Rik	5.091725533	0.018251217	0.07489425	0.08873115	0.062024492	3.63370265	0.02304075	0.131355167	0.00155065	0.007057617
1700030C10Rik	5.70583825	0.288290383	0.24259465	0.126092933	0.163033067	4.347215117	0.638820517	1.215051417	0.9824767	0.6200948
1700030J22Rik	1.2416661	0.51119735	0.624460967	0.7460777	0.422079933	1.731852633	1.152933633	1.006911517	1.221481733	1.151420367
1700030K09Rik	9.692595317	10.12635825	5.52560395	8.355795267	8.77425635	8.250683683	7.96766365	5.655413833	7.734687017	8.110849333
1700034J05Rik	0.50100275	1.05744425	1.926246633	1.228384133	0.394546583	0.5543412	2.19148395	2.13904055	1.26807605	1.039726583
1700034P13Rik	0.138185533	0.130733717	0.068076042	0.123832517	0.310416717	0.164241417	0.214470117	0.1215754	0.145198933	0.343075833
1700037C18Rik	0.979139	1.562405933	1.392986433	1.832551883	2.702834517	0.50451215	1.29288325	1.0586025	1.728565217	2.58089135
1700037H04Rik	24.95725935	17.39258877	12.36805718	9.604647417	20.70041817	40.78018762	19.44568375	16.80204392	17.26497232	33.62957477
1700042O10Rik	1.06088395	0	0.380278733	0.495969467	0.338318033	0.728084683	0.02196875	0.540637767	0.179295467	0.007057617
1700047A11Rik	0.282551033	0.388564017	0.8488762	0.471532883	0.342405392	0.168502533	1.038919533	1.073121483	1.02254065	0.606594667
1700047I17Rik2	0.382501267	0.7966058	0.68268795	0.677111417	1.47801595	0.424194983	0.463669933	0.64360915	0.587190167	1.060523467
1700048M11Rik	0.370841033	0.987553117	0.38245525	0.160595383	0.461067342	0.4982113	0.439892317	1.00716815	0.7926253	0.368874942
1700052K11Rik	1.2423396	2.282832467	5.33090525	5.553541283	4.258745517	1.250250767	2.561744017	4.335333033	4.934540367	5.864289933
1700056E22Rik	0.029216067	1.175024783	0.463384817	0.79571825	0.47175465	0	0.54936215	0.849570933	1.033028817	0.718967833
1700057H21Rik	2.756769233	0	0.000444875	0.0003658	0.000715	0.275483333	0	0.001723592	0.00155065	0.007057617
1700061G19Rik	8.537675	0.2333984	0.444063967	0.177690367	0.40012225	8.290750383	0.267135633	0.3551613	0.412840967	0.57231335
1700066M21Rik	3.02562195	3.042638133	2.225312167	3.170272617	3.9410965	3.300970917	3.5427749	2.704663967	4.186829983	5.2665767
1700067K01Rik	0.506755383	0.3073519	0.1813315	0.101033417	0.134023283	0.658620333	0.141110967	0.313327083	0.1425606	0.287839875
1700071K01Rik	0	0	0.000444875	0.0003658	0.971014475	0	0.009279833	0.001723592	0.00155065	0.007057617
1700084E18Rik	0.261329883	0.474196	0.367317075	0.3898388	0.5153292	0.797366133	0.71733735	0.767319583	0.676875467	1.110709183
1700086O06Rik	1.1976228	1.726284667	1.769615317	1.98532995	3.596279633	1.482670417	3.182945167	2.31895385	2.930768783	2.246155
1700092M07Rik	1.7859274	1.734422583	0.601663583	0.8981016	1.341883533	2.002998633	1.942027933	1.355755417	1.029895883	2.28052155
1700094D03Rik	1.39544815	1.880563917	1.139329767	1.35952215	2.20662875	1.7693703	2.335601917	1.951423367	2.446946517	2.364260583
1700094J05Rik	0.8580932	0.38702195	0.357251708	0.711192167	0.652909517	0.501375333	0.547633283	0.334187492	0.4249438	0.9871311
1700095A21Rik	3.178294933	0.045035417	0.000444875	0.0003658	0.000715	1.686741833	0.014381883	0.001723592	0.00155065	0.007057617
1700095J12Rik	0.41390395	0.929408917	1.19357375	1.321492533	0.965889467	1.324217267	1.46715925	1.146840383	1.24131245	1.621842183
1700096K18Rik	0.677952417	0.471142833	0.8606669	0.760598817	1.280871633	0.59577825	0.4736289	0.7807539	0.913162317	1.724784233
1700097N02Rik	5.504695883	0.0811971	0.000444875	0.0003658	0.000715	1.570745633	0.37685555	0.001723592	0.00155065	0.689898117
1700099I09Rik	0	0.500613583	0.83613255	0.978024517	1.007199983	0.028196717	0.402317883	0.638931267	0.543161183	0.939880533
1700100L14Rik	0	0	0.483008583	0.087654833	0.6838415	0	0.038091283	0.206249892	0.076101767	0.007057617
1700101I11Rik	0	0.21608865	0.059439258	0.29330965	0.548721867	0.054816917	0.056836583	0.181278517	0.1163339	1.267189683
1700102P08Rik	0.689298667	0.43869335	0.608833183	1.075954417	0.910833483	0.819109467	0.360032167	0.750491733	0.66618245	0.778061
1700105P06Rik	0.474836967	0.374141117	0.432245767	0.464628683	0.177815242	0.88593365	0.669540267	0.789564283	0.68409805	0.896036183
1700108J01Rik	0.36410405	0.6971697	0.000444875	0.0003658	0.044445808	0.368964033	0.97526075	0.099944042	0.112200367	0.36281895
1700109H08Rik	3.015336817	3.853613333	3.564946583	3.008585183	5.5951409	2.57693065	4.1188486	3.853503583	5.418033	5.096776083
1700109K24Rik	2.778817567	7.830500633	5.341537683	3.5160975	1.571718783	2.645840467	4.630573267	4.875078033	2.971950017	2.04504045
1700110I01Rik	0.004077417	0.064635	0.047083117	0.054013683	0.062195125	0.0301374	0.040940583	0.131462967	0.202794	1.08556335
1700112E06Rik	0	0.046734617	0.177778642	0.775404183	1.194798367	0	0	0.001723592	0.413982833	0.83263105
1700112J16Rik	0.089324983	0.1164386	1.2307047	0.808317883	0.351653817	0.01265085	0.1608877	0.60054015	0.360266567	0.469192833
1700113A16Rik	0.992242467	0.7961616	0.8517366	0.997883967	1.40661535	0.806428783	0.690999417	0.5227634	0.9412225	1.44974675
1700120C14Rik	0.710555517	0.3405696	0.469047717	1.006468833	0.882382933	1.374144317	0.71768455	0.271492592	0.84111875	1.551310867
1700120K04Rik	0.454222033	0.935605383	0.6451764	1.130936667	1.127461567	0.1764193	1.120153483	1.04574375	1.1041917	1.160419233
1700123M08Rik	0.219843517	1.205323683	0.406592533	0.666334667	1.016546883	0.949863533	1.808683983	0.9162706	1.66346605	2.097733217
1700123O20Rik	18.31176818	13.14664902	15.32669458	18.0563124	16.87511737	17.0236458	15.02601207	14.31410023	18.70069977	16.77429025
1700124L16Rik	0.1840263	0.2589896	0.000444875	0.125720567	0.291276758	0	0.259521767	0.001723592	0.00155065	0.472833808
1700125H03Rik	0.007458583	0.36467915	1.3785588	3.422669817	0.945280417	0	0.433417467	1.81433925	3.240782383	1.634411617
1810009A15Rik	92.69695722	76.20979462	39.59839478	66.23071273	71.97354098	88.47234253	89.28013797	47.39823738	67.02773063	85.5630684
1810010H24Rik	0.760634667	0.618743833	0.932893183	1.374623767	1.558955433	0.241524883	0.6666859	0.814399833	0.839860067	1.587988933
1810011O10Rik	0.537205983	1.903571017	108.0999953	43.13915828	3.686143667	1.536841567	3.911913267	86.73159775	22.36339517	1.339075167
1810012K16Rik	0.17420965	0.793501667	0.000444875	0.324233733	0.318826983	0.041789017	0.149066583	0.261174608	0.00155065	0.007057617
1810013L24Rik	18.63452155	8.7801807	13.51048563	11.37230337	13.96948658	22.8185953	11.05206192	13.47256803	13.14743765	13.77135447
1810014B01Rik	2.151512917	2.221666067	0.981772833	2.28641095	3.059344367	1.963465133	1.719946283	1.35325735	2.78513575	5.12889075
1810019D21Rik	1.261531383	0.3285181	0.857146133	0.4618922	0.96523495	1.990382067	0.154339483	0.5733991	0.476999167	1.10610445
1810022K09Rik	156.9010844	135.1730842	67.1643351	89.15470978	98.95615562	159.2868842	142.4025953	95.22937622	127.3297765	138.9458933
1810026B05Rik	4.66011435	6.278008717	2.277298717	2.781493817	4.08790095	6.850241017	5.906901733	4.3407503	6.351445283	6.769436667
1810030O07Rik	16.32964505	12.6988219	10.82230467	11.92807418	12.90635048	14.88563398	10.51350548	10.80651373	12.4059851	11.81477367
1810032O08Rik	24.53968658	23.29781585	8.735229117	15.47984503	24.01271357	23.34610388	18.94161633	10.06306103	13.37642653	15.72870082
1810034E14Rik	0.677231017	1.863729183	0.886960233	0.659251767	0.764651267	1.000512083	2.30261235	0.902683467	0.546221	0.553103183
1810037I17Rik	32.06673015	16.76625223	24.53741383	23.19708108	28.47425533	30.73782322	17.23445263	23.6925743	19.13255893	27.43141968
1810041H14Rik	0.66429545	0.791079883	0.385047575	0.4192798	0.326241775	0.9952279	1.0330757	0.001723592	0.657226833	0.198198992
1810043G02Rik	2.361464267	5.4043797	5.341875817	5.232561833	5.324101033	4.8524854	7.929884933	7.0431716	8.170414733	7.322900833
1810044D09Rik	0.904747283	1.724951517	0.67213805	1.26915795	2.222327967	0.542012	1.605883283	1.270929583	0.660885567	2.41408355
1810055G02Rik	14.57186187	9.67791615	8.13963435	4.944093783	5.548239917	14.84979532	14.11455503	8.8520463	6.2745771	6.12866655
1810058I24Rik	20.99688465	31.55647917	43.6305378	34.02941872	48.56803842	24.70799383	24.16279585	36.12835263	26.65891253	53.19634628
1810062G17Rik	0	0.14530715	0.461097817	0.2559171	0.11705765	0	0.032703317	0.810475317	0.00155065	0.007057617
1810062O18Rik	0.609442517	0.458468733	0.1231909	0.614232683	0.703832417	0.088058933	0.235155533	0.853350783	0.560280633	1.077863417
1810063I02Rik	0.435019117	0	0.000444875	0.0003658	0.000715	0.276793767	0	0.001723592	0.00155065	0.007057617
2010001A14Rik	0.53814065	0.608793667	1.659867883	1.5364633	2.091418333	0.550375533	0.538430333	1.571112567	0.539659267	1.316068433
2010009K17Rik	0.21326915	0.185594467	0.731491617	0.38827805	0.917156217	0.35185945	0.318102733	0.576960683	0.8034646	1.1760155
2010010A06Rik	0.5913749	0.229122533	0.55078405	0.663006917	0.914377433	1.301684967	0.3408995	0.247953375	0.872721483	0.940481517
2010106C02Rik	0	0.303119333	0.945066533	0.777199017	0.1693357	0.017076083	0.982652867	1.003574917	0.487225167	0.575828867
2010107E04Rik	130.297022	156.0501425	133.0180937	146.0441121	155.4790179	134.0581077	157.1650366	140.4795349	158.0325674	175.8322209
2010107G23Rik	2.340243033	0.9995116	0.000444875	0.038007367	0.052213825	3.1665138	0.635795533	0.001723592	0.065347383	0.181041392
2010111I01Rik	14.05431032	3.024435733	21.61068257	19.03421823	7.727577167	15.0183551	4.2936185	16.24953617	10.47799268	8.0098519
2010204K13Rik	18.55605992	6.324900867	4.6274507	5.020145883	6.94707285	19.9358576	6.566120033	5.19192855	5.432822717	7.847019567
2010315B03Rik	0.353115567	2.213081817	1.252217717	1.249793183	2.26922495	0.328639517	1.805602983	2.059642583	2.072902467	2.8344641
2010320M18Rik	6.3759582	10.43325168	6.988775883	11.43542715	11.66806975	9.133460467	12.2127347	8.869953483	9.082684267	10.1160262
2200002D01Rik	2.477628967	1.2096773	6.274323817	3.41123885	2.887272483	1.851629267	0.583834933	0.576708483	0.379332083	0.472308842
2210011C24Rik	2.03808	0	0.000444875	0.0003658	0.000715	0.848655183	0	0.196074808	0.00155065	0.007057617
2210013O21Rik	13.28133107	13.57773178	18.53277533	18.20892162	12.03710598	9.096455267	10.53703482	20.40163393	18.88005293	12.64423477
2210016F16Rik	6.834839817	4.694180517	5.6219921	7.030709083	8.093475667	4.790844183	4.202894183	4.058657267	4.928364683	6.804359917
2210016L21Rik	15.31539595	18.49312115	15.80241585	18.50467563	16.50741723	17.42512913	15.42729302	13.81539575	14.53174595	13.2974209
2210406O10Rik	0.056985833	0.0763877	0.04661565	0.1526859	0.517290683	0.082800283	0.132487167	0.264580433	0.38724545	0.943323617
2210408F21Rik	0	0	0.370505683	0.381246383	0.498897667	0	0	0.092669133	0.1453397	0.995424583
2210408I21Rik	2.945566483	3.510544467	1.947931917	2.818650033	2.725138417	2.237300983	3.81823695	2.500185	3.1073492	3.8343077
2210409E12Rik	5.529290133	0.0597406	0.065731592	0.0003658	0.000715	1.215610617	0	0.001723592	0.00155065	0.007057617
2210418O10Rik	5.078311883	2.31462875	2.486896717	2.605916367	2.981828	5.279457917	4.044579067	2.375840333	4.994217	4.9218157
2300009A05Rik	0.242157417	1.730151983	1.01473645	1.75487065	3.119964183	0.4262887	1.02936005	1.263253267	1.80234905	2.291596483
2310009A05Rik	5.037482267	9.848065683	8.75906355	10.11808668	10.42627037	8.91826695	7.770743083	10.1111258	9.47806635	11.77837948
2310009B15Rik	1.561679383	3.270590467	5.4856817	5.649828217	4.5685184	1.156409017	2.290147317	2.299252667	3.442556317	3.57801905
2310010J17Rik	2.580634867	3.323573417	1.823873417	3.3542649	1.864792667	3.033563417	3.49561345	2.038910017	2.7331038	6.272105217
2310011J03Rik	8.539684683	6.11573615	11.2026748	11.51841372	14.48978893	10.32945937	8.787929	8.940823	9.3519882	11.88329628
2310015A10Rik	0.755795233	0.55870985	0.44219645	0.429252067	0.520465733	0.920498183	0.678353767	0.672879217	0.9191353	1.159167383
2310022A10Rik	8.4242726	5.72923385	5.123670267	4.492055383	7.49029585	10.67730992	4.9268214	3.900020567	5.115510583	5.568722133
2310022B05Rik	8.876086983	24.84323673	17.52743443	8.864543283	7.67757315	8.788062517	23.435137	17.02480463	7.9440449	4.65585195
2310030G06Rik	2.312173983	1.2659122	0.421919083	0.198338683	0.748653267	3.938932333	1.409942533	0.187544467	0.316990583	0.8182611
2310033P09Rik	8.039224183	11.50079763	9.62104835	11.59881622	11.98320835	7.256992783	9.404575783	7.879097733	9.6204672	10.5567156
2310034G01Rik	0.110424733	0.717398967	0.185386467	0.17920395	0.014917842	0.1231845	0.558262717	0.116803375	0.114028933	0.260934858
2310035C23Rik	14.98023057	8.607676317	10.07813558	11.11391798	15.11878218	13.9639867	8.783431483	11.7258633	11.63520203	15.35599373
2310036O22Rik	62.27767113	53.51331912	84.37823185	88.65149447	84.72600622	59.96377092	76.9131849	84.13641873	88.76840562	79.11002408
2310039H08Rik	2.4850708	7.004211467	4.95970575	6.863816283	7.814373267	3.879558017	2.899835567	3.537951633	5.0952124	8.179261833
2310039L15Rik	0.578797383	0	0.000444875	0.0003658	0.000715	0.182659817	0.07081495	0.001723592	0.00155065	0.007057617
2310040G24Rik	2.1298754	0.398340333	0.412381767	0.192548917	0.224235342	2.60729695	0.713937733	0.484896067	0.971579933	0.787263883
2310045n01rik-mef2b	0.030818317	0.589037083	0.17463265	0.197763317	0.174508658	0.656975383	0.176614833	0.096702642	0.145193267	0.139656258
2310057M21Rik	7.780033067	6.95401755	7.01538835	6.710342933	6.4032687	5.4692923	6.892357233	6.33799725	5.96767555	6.983981517
2310061I04Rik	10.41769427	9.492712333	5.5090183	7.0170138	10.13751638	14.39562073	9.888762617	7.242400867	11.41988298	9.943696
2310068J16Rik	0.1541123	0.392321583	0.356976417	0.48750815	0.675266067	0.532088267	0.687455217	0.3556963	0.5774329	0.7451919
