gene	E14_ES_fpkm	E14_flk_fpkm	E14_HE1_fpkm	E14_HE2_fpkm	E14_prog_fpkm	Sp1hyp_ES_fpkm	Sp1hyp_Flk_fpkm	Sp1hyp_HE1_fpkm	Sp1hyp_HE2_fpkm	Sp1hyp_prog_fpkm
Capn7	21.79175097	20.26532343	22.9145074	24.08818242	24.50093785	23.020824	22.73225135	33.19255728	38.77121403	35.10199127
Capns1	82.27121162	49.74230137	115.297876	104.9270368	89.56797872	77.5373945	47.56099935	103.2137181	79.18893897	69.38547973
Caprin1	175.3622968	135.4221173	121.1131943	141.8926888	142.4902842	171.9576238	157.8403566	140.2169815	163.4539365	150.2488612
Caprin2	14.71080363	11.1217574	1.730571833	4.789281617	8.328815083	20.90216192	15.33545325	6.2681789	11.03149998	17.58342472
Caps2	0.402419733	0.040174367	0.000444875	0.0003658	0.000715	0.46698775	0.060349817	0.001723592	0.00155065	0.007057617
Capsl	11.70033085	0.0437125	0.000444875	0.029885733	0.000715	6.9689321	0.28766305	0.001723592	0.00155065	0.007057617
Capza1	35.72271927	30.83095098	36.24354138	42.25399085	45.88905278	33.68246063	36.33058995	46.4246041	46.05119975	49.51009692
Capza2	57.95354923	71.65405242	79.60813228	72.61080987	72.58624193	51.94985543	71.45288708	81.16077755	79.77721912	72.10024095
Capzb	46.06598067	48.18420347	100.6813824	85.19223162	68.20746937	39.65418338	42.86983738	83.18602402	64.24045182	59.14664538
Car1	0	0	0.000444875	0.074949017	3.811279017	0	0	0.001723592	0.19209405	4.414856017
Car11	0.594364267	1.649464117	0.333825367	0.2066562	0.295311833	0.981208817	1.005575717	0.614873133	0.676708133	0.45212935
Car12	1.9758263	3.273267183	0.14330615	0.15773615	0.091758533	0.9517996	0.899999817	0.237861633	0.098918	0.007057617
Car13	7.594757383	7.96911985	7.164887767	7.32346245	4.3944281	6.826348633	7.305816083	7.931210483	5.181252433	5.304046517
Car14	2.795500817	46.12554838	1.522963617	0.989017017	0.5592247	3.963006333	57.4720545	5.342279517	2.909580783	0.846005817
Car15	0.02218795	0.482031233	1.38905895	1.804218883	1.721176633	0.00567775	0.631110133	1.901892017	2.001030833	2.247537717
Car2	82.00390728	70.10211525	26.37101725	101.3271493	199.9984009	52.80966962	124.5478313	42.32296192	102.8167949	188.6322151
Car3	3.647713267	0.991309433	0.142221483	0.191066133	0.6829777	5.1344305	2.675571367	0.137412667	0.161448733	0.607865225
Car4	7.393835983	67.90279823	14.33256443	4.091602983	2.566699467	10.78333812	30.27511973	6.060171217	1.986960517	1.427859517
Car5b	0.138966367	0.419692867	0.700019583	1.035866833	0.76164255	0.062458233	0.111915733	0.078572417	0.120742867	0.257387717
Car8	0.101986433	0.091558667	4.682915767	9.59681195	2.16317165	0.051310983	0.366983117	0.489239283	2.603363467	1.257012733
Car9	0.18243775	0.871209283	0.48196385	0.292846733	0.26694995	0.052871133	0.329323217	0.061331783	0.05930125	0.007057617
Card10	1.47822585	0.7103951	6.262633383	2.38159335	0.711481183	0.90425855	1.03407965	3.04014415	1.569614783	0.471087367
Card19	5.185492333	2.556962783	9.644833033	11.45069405	9.95339985	7.4674491	2.242752483	3.648593767	3.48223575	5.122243267
Card6	0.137034783	0.2541773	1.15898875	0.344341583	0.282558767	0.266183483	0.385322567	2.407643917	0.6046121	0.279518017
Card9	0.056823883	0.024373367	0.03624385	0.151973867	1.883721167	0.184443417	0.004387233	0.062827442	0.00155065	1.004134967
Carf	1.480250333	4.338327317	2.39185975	3.135362517	3.443171383	1.4500369	3.462592733	2.961476883	3.687666617	4.658329633
Carhsp1	18.22453843	40.81626307	95.35551133	53.63881295	28.48476485	15.2502126	37.60736298	92.49919088	36.78265347	20.5190509
Carm1	38.11218557	63.98924905	36.80795637	28.05543493	31.7894344	47.06199295	74.03067068	36.38364812	32.63856287	28.30535527
Carmil1	7.951336433	10.78391272	11.62142745	6.1436186	6.806832167	3.727015017	10.00912352	7.452934033	5.531955717	5.505890417
Carmil2	0.926873433	0.648731133	0.943846717	1.164011833	1.9361155	1.219846383	0.642644933	0.70889155	0.996903617	1.538554
Carmil3	0.178289433	2.914692233	0.463202	0.515347467	1.539390517	0.502747167	2.08118545	0.123328567	0.29038475	1.6044152
Carmn	0.141897733	0.707243883	0.128722633	0.0603265	0.025908475	0.194803983	0.264125717	0.503083617	0.101505483	0.077703375
Carnmt1	32.8674944	17.1552727	6.97647795	10.30300627	15.5416505	31.90748812	16.44285548	8.608196483	14.24986013	17.7995189
Cars	28.32628612	20.09517043	13.12471468	14.8489819	16.7750516	33.75849028	21.68419507	13.36396595	12.54964727	15.87111398
Cars2	20.93229862	8.873510567	14.28516775	18.21764627	23.49110577	21.09188042	7.758370317	14.11725725	13.58805153	16.96094612
Casc3	19.15831167	26.66409955	26.05667507	26.50929817	29.94045727	17.74367923	26.50147642	20.5122868	20.72911237	20.71416318
Casc4	19.87067657	19.66645612	16.61971562	17.21016407	16.44036988	19.3685623	22.3491044	13.6568674	16.41288722	20.54047253
Casd1	4.500890133	13.2845206	14.85073283	16.44653828	12.64113968	4.0359405	9.872977483	17.68828155	16.3202839	13.09730575
Cask	4.778339733	11.72650465	5.30728925	4.755647983	5.10066115	4.441494317	10.6710354	9.265345917	8.50216985	6.346489633
Caskin1	0.1829325	0.475072583	0.42585265	0.29171295	0.2466994	0.30934455	0.93971535	0.617934133	0.42193245	0.419138567
Caskin2	4.261421967	3.9981962	21.93332697	11.68024678	4.319901217	3.93611555	4.408328767	16.20894368	9.357611533	2.43552945
Casp2	11.30320063	12.965499	10.03778067	15.1639186	16.6401381	14.7950621	14.9595029	14.97825503	20.28401647	21.04990762
Casp3	33.96546413	60.49773667	57.15234967	69.27068192	58.41829287	18.1419351	42.19793338	73.2753216	66.80745627	51.76388397
Casp4	0	0	2.475493883	2.232604	0.688819483	0.006638133	0	1.852158383	1.02605025	0.56553795
Casp6	1.5407441	4.28631385	8.591167567	7.777355867	6.641267517	0.648953417	4.02459885	6.399434883	3.938721633	4.3350413
Casp7	3.6726526	5.056489133	10.63199828	9.413533417	7.80764155	3.30761515	4.06129345	10.1278407	9.085126867	6.621029483
Casp8	1.514356933	1.37389215	14.07275062	14.64906532	12.80911048	0.851721733	1.037899433	10.75793293	8.055186517	5.695417217
Casp8ap2	33.83480157	28.52447552	15.89520827	19.51693952	21.1595153	30.60211748	33.5716268	20.16146352	22.5477813	27.63773887
Casp9	4.261106117	8.926664667	5.36922215	3.99363705	5.489080817	4.477743967	10.17451182	4.993689933	3.598166	4.9723266
Casq1	0.71198125	0.399819733	0.434437367	0.872286267	0.8414215	1.2655789	0.47036155	0.821209917	0.904114617	0.71957655
Casq2	0.804534583	0.20433475	0.211414267	0.28311885	0.513623167	2.790709817	0.228125467	0.459286817	0.517263883	1.288727067
Cass4	0.772503533	0.494932483	0.4046284	1.738642283	1.900160767	0.907569883	0.801618183	0.548578283	1.537770617	3.237998633
Cast	9.30846785	11.02130992	23.937619	15.55931317	17.40207495	6.9879873	11.40482088	23.45314775	11.89774628	12.42723175
Casz1	2.352596383	0.1906355	0.3301778	0.344742883	0.335173917	3.030630967	0.22226775	0.2682317	0.27718175	0.366369617
Cat	24.70308835	35.63867855	47.67684838	58.48771167	64.51084888	28.4424611	33.16943003	49.11466418	57.9623443	69.94074217
Catsper2	0.1729811	1.066293217	0.67687325	1.029294333	1.397373483	0.139732533	1.032353517	0.588052817	1.311719283	0.994294983
Catsperg1	0.066131917	1.50681655	0.138250917	0.061539233	0.12499195	0.00824565	0.01133745	0.036124983	0.027468033	0.007057617
Cav1	0.802021483	0.057786483	17.69294022	3.453299033	1.2699806	2.350221783	0.177921633	15.29775963	2.559474	0.709504083
Cav2	0.2226627	0.155785017	2.402824883	1.290278917	0.28520425	0.302837717	0.1225639	1.080926383	0.70975215	0.293497308
Cbarp	3.04027	3.512144367	3.908672733	1.77607455	2.176261833	5.989786767	4.804203417	2.7455094	2.458234167	2.914379467
Cbfa2t2	27.92235345	12.97063605	9.659098783	10.46156543	10.63115933	29.15475407	12.81093407	10.01039598	12.11315545	12.07560353
Cbfa2t3	0.0121356	2.2900382	9.012651667	11.61477905	19.39411817	0.0291059	2.013151967	4.975669633	8.546731733	16.2859082
Cbfb	22.74198388	36.65684012	54.33896518	49.97090653	38.36208415	16.47572927	40.12014292	63.83533358	56.15374317	35.7167546
Cbl	16.38916662	20.9355369	18.9595326	17.98929523	21.46394008	21.31784177	25.86246585	19.28772905	18.3083733	20.0043237
Cblb	4.493743533	11.63729467	13.30527242	10.02453328	7.754918833	5.344417367	14.13141732	14.06769093	13.63690477	10.48406542
Cblc	1.964508417	0.221695567	0.000444875	0.0003658	0.000715	2.369602633	0.017076083	0.001723592	0.00155065	0.007057617
Cbll1	8.227142583	10.0756867	4.250903617	5.481979617	8.624441183	10.12767947	10.34663903	5.659194883	7.54831345	7.262356583
Cbln1	0.915127533	8.8863001	1.753467283	0.483310683	0.315532592	1.5967341	8.587830317	1.516150917	0.704913967	0.342569025
Cbr1	19.53479548	18.94108642	10.73001835	13.2340159	12.4475471	16.05624097	11.50458273	7.201673267	7.7237329	7.852468233
Cbr3	9.574564017	0.706219933	0.7661255	0.540745467	0.100201542	5.060152083	0.1797627	0.16798335	0.00155065	0.007057617
Cbr4	12.56486657	20.6896553	14.65640375	18.31095067	17.07604775	10.49048358	14.91812663	11.51925588	14.10438822	14.9575108
Cbs	5.10247655	1.108096833	0.276383833	0.275113	0.6168015	3.324360633	0.5254468	0.146226267	0.1101352	0.007057617
Cbwd1	21.64875595	19.17804688	11.37803828	12.45209728	14.3828599	17.61134315	17.08371343	10.60508328	13.36385182	14.43106595
Cbx1	118.3681539	60.56484852	44.70111603	51.10442192	52.19100625	115.1210363	55.26745438	39.56968337	52.3713782	50.43344375
Cbx2	10.74463692	22.3419904	8.556461917	8.214262667	9.102382017	7.411164233	24.06756155	10.62872677	12.52866575	9.284205517
Cbx3	112.9389458	129.7823583	87.05415725	103.7022653	108.2863301	115.9923522	153.1068901	97.93682317	128.8645578	140.3403548
Cbx4	0.063171883	0.76098845	2.116928583	1.662397633	1.778730567	0.05401825	0.80396195	2.095362817	2.1804218	1.591364667
Cbx5	80.49693907	147.4226784	74.01445698	99.81928725	115.718213	94.21428732	177.2073013	108.8654413	142.871747	156.9106211
Cbx6	10.71418097	5.962720683	9.478601733	6.775051717	5.795332817	12.5033826	5.097690383	6.739426383	5.469440767	5.371392283
Cbx7	36.52338873	4.348641317	1.197667517	0.665055467	0.73780155	48.02655843	6.154266217	9.44089835	7.092291467	4.7366066
Cbx8	0.21981365	2.407408933	2.58237615	2.473043467	2.70133405	0.249954767	1.784480733	1.9397071	1.7005566	1.435585667
Cby1	12.50902758	8.164178017	11.03125455	13.59559818	12.86479228	9.467699033	7.465017933	10.70064452	11.21732298	10.63718462
Cc2d1a	11.16999135	10.29644715	15.48397138	13.25183962	14.57214688	15.52057815	10.59916455	13.04387233	14.99249983	11.64246518
Cc2d1b	27.25127227	21.7068683	16.18925892	14.6497376	18.69513398	30.00404463	20.72263868	17.69608153	14.52447232	15.6042587
Cc2d2a	5.23037025	2.705145533	1.474113417	2.30963285	2.2190211	5.99375175	3.831047067	3.024159633	4.649062683	5.063295583
Ccar1	38.9319297	28.55480958	31.14926125	36.63413462	41.4432816	37.32395938	41.13559748	37.7656373	46.77147532	45.32694753
Ccar2	18.01733875	22.10730178	26.69525107	27.62986147	26.3982076	17.80213748	27.65257108	35.64048693	36.76685862	27.16785518
Ccdc102a	6.608440183	7.8784122	11.07637435	9.53373165	19.17719217	4.026143167	3.223044717	8.11941085	12.04960468	13.64379048
Ccdc106	2.102755983	1.863136567	0.34034245	0.311356483	0.578307633	4.13986445	3.605594833	0.418960833	0.42226305	0.656897467
Ccdc107	4.1055505	6.227282717	7.154674317	8.912086933	9.016227917	5.4261188	6.319097467	6.62270245	7.802054167	7.025644133
Ccdc110	0.023131033	0.04047095	1.558258933	0.078730767	0.000715	0.012249233	0.0190945	0.6377033	0.00155065	0.007057617
Ccdc112	3.68793325	3.396864083	0.898881067	1.299167533	1.270792617	2.73204255	3.735702883	1.561217783	2.2750021	4.03893405
Ccdc113	1.29998505	0	0.000444875	0.0003658	0.000715	1.471226417	0.00567775	0.001723592	0.00155065	0.007057617
Ccdc114	2.780526533	1.520150167	0.916992233	1.811838617	1.907810517	1.064329267	0.876428733	0.100870567	0.789293183	0.864520317
Ccdc115	14.25736118	11.80965867	7.5041344	9.48634695	13.01047308	14.78845852	13.03286623	9.994509483	11.36434753	17.2811614
Ccdc116	0.9843767	0.36099985	0.350540617	0.299048017	0.7330658	1.478979883	0.731232167	0.573479133	0.241034633	0.854073333
Ccdc117	32.67540275	24.99980588	17.10292527	19.69934702	19.82684845	22.85850328	16.86238107	12.52434375	15.53552348	14.28573072
Ccdc12	27.13452665	16.88770203	37.76907538	58.21874933	68.86046098	31.60038683	24.91879465	44.24555108	65.97484248	75.76836287
Ccdc120	5.2710894	1.048873583	1.378368067	0.97980135	1.364792167	5.24308185	1.36241145	1.03525755	1.172423383	1.0229648
Ccdc122	0.654985183	1.041936783	0.994542417	1.305852433	1.211500867	0.84200225	0.9700006	1.12696565	0.92533975	1.1322191
Ccdc124	31.9118741	23.40171545	41.33711308	42.19348852	43.33378463	46.66957058	28.21034197	43.50330113	44.40939587	43.88359303
Ccdc125	2.4192778	0.49943665	0.64083145	0.6436301	0.534806383	2.245184417	0.64646405	1.06038705	0.71913935	0.547475483
Ccdc126	2.171075417	1.316837033	2.330668717	2.027534367	1.32534645	1.574379933	1.010627417	2.442030233	1.999935583	1.754839617
Ccdc127	15.95736887	20.97575898	16.14522522	16.81642442	13.87044037	14.03571895	17.05253442	14.86880082	16.02469583	19.39065445
Ccdc130	5.7669022	5.011383567	4.883525017	5.145413733	6.53402745	7.918889	5.099560817	4.830687317	6.009976367	7.20318375
Ccdc134	4.992104767	12.27150005	2.728842233	3.62935345	6.855734133	7.044274233	15.1721951	4.667206717	5.9569079	6.085742433
Ccdc136	6.339162883	17.73737943	1.26553355	0.438584067	0.564782617	3.266727833	14.819263	0.8619755	0.280467933	0.371025483
Ccdc137	9.97499875	11.69656453	9.034447017	12.16130213	14.06326692	8.071728733	13.00447352	9.720505717	10.39228947	9.747027783
Ccdc138	8.35487805	8.58445605	1.876081983	3.469463283	4.334429917	7.671626217	7.44520315	2.39039895	4.30940575	5.072681733
Ccdc14	13.80095838	13.4551828	4.069249617	6.040941917	7.529895867	4.029853817	5.57619265	2.3574318	3.127362583	3.301460917
Ccdc141	1.188439067	0.163285433	0.877455283	0.554965833	0.9659428	0.603754133	0.528521783	1.209432933	0.88615385	1.103802417
Ccdc142	0.691970067	1.87111215	1.084655883	1.684890867	2.328776417	0.835465367	1.919268017	1.5921741	2.5800266	2.584869983
Ccdc149	0.013459817	0.101478067	1.38832735	1.166398367	0.739154233	0.00530855	0.077620917	1.72511235	2.006263383	0.500396967
Ccdc15	3.905776433	5.49743	2.108607517	3.403701033	5.276957667	3.684887333	3.965388717	1.982725233	3.469711167	5.070156617
Ccdc150	0.043798583	0.755495767	0.7737787	0.972652733	1.03033	0.01785635	0.410728917	1.7806753	1.451639083	1.68541065
Ccdc151	0.7867031	0.21179685	0.07433325	0.054827433	0.179737967	1.187640833	0.354206767	0.179123217	0.248059983	0.467357717
Ccdc155	0.195574167	0.573262883	0.000444875	0.066107083	0.028399608	0.612437967	0.493103633	0.001723592	0.20391665	0.2840881
Ccdc157	1.154785583	3.917921633	5.50525555	3.357962733	3.17598725	0.879665067	4.955974667	5.2765585	3.056022333	2.756573033
Ccdc159	0.739649933	2.755241633	1.168835117	0.8765105	0.994438433	0.3647937	2.76025485	1.233888133	0.503030617	1.24493135
Ccdc160	5.2527513	0.21802995	0.32572965	0.657202733	0.383216833	9.146540767	0.308217933	0.26832275	0.2081306	0.672465383
Ccdc163	8.242875967	5.4898068	3.214043217	4.721052217	5.441884917	8.38720795	6.22101575	3.7354474	5.85532625	5.565864333
Ccdc166	1.634416133	1.193086467	1.071422233	1.038856017	1.450089033	2.29491285	1.650175967	1.289300883	1.592827967	1.91880325
Ccdc167	5.129164667	5.916974033	4.251882067	5.3562022	5.6646847	5.312618083	7.439819917	4.983879783	6.61942385	8.8977492
Ccdc17	0.72292225	0.899221817	0.958100367	1.026360333	1.705867283	0.537533083	1.1830292	1.520882683	1.4888929	1.611800467
Ccdc171	3.747639783	1.187777483	0.350409283	0.9219772	1.414328783	4.658614217	1.546572017	0.669705817	1.5416696	1.593313517
Ccdc172	0.674477067	0	0.000444875	0.0003658	0.000715	0.683495817	0	0.001723592	0.00155065	0.007057617
Ccdc173	0.823458267	1.697293467	0.693072233	0.572642167	1.349599633	0.549937267	1.065755367	0.630930367	0.6860594	1.081365833
Ccdc174	12.542989	11.27004245	12.79133462	12.0713166	14.817703	11.09174405	12.03696347	12.21234887	15.45728262	17.73437813
Ccdc178	0	0	0.000444875	0.042950633	0.554722567	0	0	0.001723592	1.012299383	3.706656117
Ccdc18	10.64642518	13.46583508	3.086261617	4.965445633	6.330362317	11.358931	10.21182188	4.486268883	7.976060067	8.404575267
Ccdc181	4.592317467	2.9108722	3.950726183	8.047462317	8.7146249	3.6215476	1.758697817	3.627169033	6.7841293	10.00600938
Ccdc186	16.63603262	11.68964367	17.13509993	10.758592	8.931480483	17.63442607	15.1675819	17.8412846	13.02362798	14.11781547
Ccdc189	2.18983835	3.48466075	2.5533778	2.91498655	3.709081833	2.82547975	2.829441817	2.7119628	2.866092617	4.190693983
Ccdc191	6.660225767	7.315017967	2.680367617	4.2739567	3.958322717	3.846117933	4.361072217	2.20510895	3.388125883	2.9492557
Ccdc22	12.18974832	12.59690843	15.40461173	16.26404047	16.660221	11.45388547	13.65168258	12.23401315	13.78661538	15.18029373
Ccdc24	0.739253667	6.217094967	3.213399733	1.82748425	2.415158183	1.057446367	8.056761567	4.732566117	3.843773867	3.087450917
Ccdc25	27.75552392	14.81719398	17.57684198	20.63492887	20.23059468	25.25826703	15.47033792	16.99292972	18.38135527	21.89908917
Ccdc28a	3.571848417	3.026432833	2.343246167	3.557428867	4.1397341	4.122224817	1.886353817	1.557037483	3.234910283	3.7160131
Ccdc28b	2.502248117	6.060416783	7.109878017	8.402017767	7.95649395	3.542608167	7.17977695	7.793566983	7.739783533	7.90453805
Ccdc3	3.10365725	0.0481627	0.097652842	0.0211147	0.000715	0.819419117	0.0051339	0.034838775	0.00155065	0.007057617
Ccdc30	1.3054185	0.627579867	0.352999533	0.30891525	0.231473383	0.839945367	0.62090115	0.1354529	0.411062733	0.097390008
Ccdc32	4.616627167	3.82088025	6.6650811	7.46098975	9.177997767	4.890306017	3.770387167	5.021918617	6.616427467	8.529911433
Ccdc34	10.46092633	20.3795381	9.241820933	10.48228002	12.44338733	8.903640633	14.89552632	8.7429098	14.26700485	14.78715307
Ccdc34os	0.132209533	0.514416533	0.2957694	0.44848915	0.611230767	0.024701017	0.763331983	0.340832483	0.584818833	0.78002245
Ccdc36	1.990838533	0.623554883	0.131474917	0.13689165	0.178969367	1.8115419	0.367283817	0.132264583	0.037292133	0.14705755
Ccdc38	0.800453283	0.645064083	0.31861695	0.49695865	0.616061683	0.959729867	0.627052733	0.571085467	1.001863	1.294001017
Ccdc39	0.704379683	0.621740667	0.34873485	0.506007483	0.437535567	0.284649233	0.6959445	0.368583417	0.522423833	0.3799123
Ccdc40	3.88363315	1.463683483	0.3859055	0.402114767	0.16882565	2.55671585	0.689708367	0.102341283	0.10869845	0.2718356
Ccdc43	32.69415157	23.3276737	18.01789103	24.23625963	22.69997422	24.27254817	20.05006148	13.58862547	16.52050957	18.98249242
Ccdc47	30.0494489	39.45900353	31.6692905	29.91945752	29.36979288	21.4843192	33.18001518	23.26115272	22.21757652	21.8767472
Ccdc50	11.51716335	19.67012865	24.90581373	29.54893843	25.62580583	10.9364409	23.34273157	29.1475749	33.66353273	31.9187031
Ccdc51	3.680813817	3.475205917	3.212579317	4.394155317	4.173033017	3.269608217	3.126229733	2.64084425	4.068114567	5.05825715
Ccdc57	1.340176583	3.968172	1.502538983	3.201723217	4.37384465	1.199955883	3.847279117	1.344645017	3.007486183	3.9043151
Ccdc58	60.57015165	66.81849178	18.05949787	31.4950908	35.23059282	52.73425855	53.29701713	26.4404321	30.2777976	37.47301968
Ccdc59	28.40416672	29.14182572	29.48526597	32.63944132	32.9490406	26.15609258	24.93262145	22.06647993	26.94922408	27.77370113
Ccdc6	20.76380277	23.3712598	24.58163487	18.93832465	20.33754317	23.30707093	21.81194553	19.43246683	19.97056042	18.8630024
Ccdc60	0.40234975	0.858221433	2.125039183	3.283279717	1.553076683	0.601530667	0.978971533	2.609421933	3.499390317	1.905315017
Ccdc61	5.192743667	7.148399417	3.653659333	4.022530817	3.49010095	10.29862243	7.532845583	5.5638592	6.668033567	6.517141383
Ccdc62	0.10303545	0.4605142	0.399719467	0.738875283	0.692679567	0.21107375	0.380279183	0.536465467	0.653481317	0.691210533
Ccdc66	11.39128133	13.26782605	7.019747183	8.68671845	8.550418617	9.508562483	12.27907625	6.96489755	8.6040295	9.8334348
Ccdc68	0.448565067	0	1.461668933	1.251236567	1.04692925	0.2975684	0.011693383	0.73200965	1.095295933	0.665078458
Ccdc71	10.57657708	11.25631872	12.23589605	11.93708525	12.71787392	10.53507595	11.05796572	11.2437246	10.92013798	12.60711375
Ccdc71l	1.345411033	2.79412495	5.254469883	4.195986667	4.52685485	1.025556683	2.166646	4.748715	3.545574517	3.7297703
Ccdc73	1.71675435	0.990596233	0.4504182	0.794008583	0.96365985	1.885330033	0.918831967	0.5571227	0.911512117	1.359879667
Ccdc74a	0.4042745	0.544105733	0.4963974	0.792403233	0.8396855	0.346070133	0.36746345	0.547360967	0.665569417	0.190198742
Ccdc77	18.13256712	20.15540368	6.9401661	9.850056367	12.26794617	14.68868552	13.55184353	9.359844983	11.6930369	12.75908638
Ccdc8	2.5331295	10.36392295	15.89889908	16.45973805	16.47764303	2.769177967	11.21931475	2.954285983	6.908392	13.21171308
Ccdc80	0.140634367	0.120408383	24.50223422	2.95018965	1.002187	0.877410517	0.466301417	50.32957087	7.838493983	0.872303833
Ccdc82	0.110167583	1.40253105	4.918851733	5.568102667	6.460582	0.539947117	2.3558652	8.657511883	4.747103617	5.335902583
Ccdc84	5.126728017	4.723397267	3.423813083	4.021124908	5.4045013	5.45680975	6.629642133	4.956120717	5.56335755	7.372460567
Ccdc85a	0.956515667	0.078531567	0.742327733	1.1914748	0.18944565	0.627070083	0.2634948	2.414900633	2.374355867	0.488937317
Ccdc85b	0.751081033	1.428635483	3.42523465	2.80755955	1.129141633	1.8223645	1.617176283	4.274990867	3.814488983	1.594136183
Ccdc85c	4.19420715	6.573899567	10.3525127	8.948887267	6.410507883	6.9515707	7.615240733	14.45879422	14.47561028	7.63397115
Ccdc86	13.16506812	8.808544533	10.39756222	11.0234765	12.48243647	13.76678775	11.68076338	9.93106765	11.40690268	10.80256197
Ccdc88a	10.96153615	22.37985403	20.41330367	20.25015205	15.8982405	7.1781677	18.80811255	22.56407197	15.239052	11.93645218
Ccdc88c	12.07172247	1.049763617	0.66991625	2.24496725	7.46988515	14.19387477	2.102602217	0.633867317	2.169342867	5.900946267
Ccdc9	10.83580542	11.58633683	8.500569083	9.881140083	11.9063821	16.07463983	17.81390757	12.57700247	13.11343517	14.44461187
Ccdc90b	13.66298683	15.2086113	8.695914833	11.35567057	9.924672367	14.0021567	16.75342827	12.5933393	16.61002492	17.06093927
Ccdc91	10.2766527	12.52849213	8.133234767	9.8402748	9.780144017	5.792918083	8.16367045	4.301468817	5.0044021	6.5481571
Ccdc92	5.060330933	0.12487925	0.804890317	0.387825117	0.335873417	6.00511825	0.67840655	0.863209317	0.553188	0.689442683
Ccdc92b	4.1581623	2.50794175	0.393704333	1.21882145	6.056213183	1.536060683	0.497759667	0.103764567	0.26149305	2.049079267
Ccdc93	5.48230965	8.789694983	8.318819917	8.6458499	8.151692367	4.920374567	8.763567867	8.907405667	8.254359283	8.742642333
Ccdc94	6.815146533	6.830660817	7.99670955	9.63887655	9.380789383	8.3337467	6.76791205	9.0955895	11.08345442	11.57330752
Ccdc97	4.6224328	8.512696567	9.912863083	9.102841	11.04906002	5.716331733	8.322418667	8.2424905	9.15258705	8.931234867
Cchcr1	8.68810695	5.8673514	4.19234705	3.818959817	5.5459621	12.83372047	7.210199533	6.6464662	6.471544067	5.7031215
Ccl17	0	0.189502317	5.792573833	2.0778382	3.13592385	0	0.068693767	5.766308667	4.1263748	4.141621267
Ccl2	0.14441535	0	5.2476237	1.420844633	0.351401175	0.518311267	0	1.365781067	0.4522355	0.007057617
Ccl25	4.622343633	5.847854933	8.098570667	8.437539117	7.59086965	8.317618433	4.691924583	6.615094617	6.901436217	6.351787733
Ccl27a	2.395528783	6.437266167	0.4827011	0.70751465	1.244734433	1.4598726	5.437146183	0.219534533	0.288389533	0.714988325
Ccl3	0.092144517	0	0.000444875	2.637835717	28.19531693	0	0	0.001723592	0.648511117	9.743427933
Ccl4	0	0	0.000444875	0.0928516	0.739406333	0	0	0.001723592	0.00155065	1.156994783
Ccl6	0.007784	0	0.581682158	1.789645783	21.59904353	0.027460633	0	0.621230617	1.002516233	5.336131367
Ccl7	0.26854545	0	2.274436383	0.286334717	0.189733958	0.792213833	0	0.4825119	0.178217533	0.007057617
Ccl9	0	0	0.012411275	1.156287017	20.41054752	0	0	0.068207892	0.368061867	7.511788817
Ccm2	14.78500075	19.7717691	30.18412623	30.32312395	29.17638055	14.94161925	17.87223678	20.33462515	18.28955925	18.40857777
Ccm2l	0.2324377	0.077571633	5.430808533	7.797352517	1.72795905	0.973839033	0.196784317	9.8614683	11.48621215	3.3739255
Ccna2	81.38081213	90.46628397	47.75175043	68.71356552	80.70964862	74.11029805	89.8683533	71.05764823	90.91195777	104.5865621
Ccnb1	167.0006764	123.0759685	57.15226985	85.63631568	101.2265021	158.4528253	127.4621694	75.48248137	105.9663338	125.766317
Ccnb1ip1	28.43844993	1.937518817	0.078512117	0.376912183	2.989426683	25.38274693	0.870623317	0.04680195	0.448299267	1.8582197
Ccnb2	68.36271877	88.7348708	46.83826558	63.60552763	76.92987462	52.3714955	72.18194473	50.85503188	70.63875787	79.3745954
Ccnc	17.44514378	11.71493405	7.41834855	8.67015735	7.976975833	17.99294108	13.03614043	8.749791433	8.729285233	10.26200103
Ccnd1	37.5117203	49.54293133	44.13844583	15.42409978	5.182935267	39.23485327	50.39627685	77.97303877	21.75710483	3.65632125
Ccnd2	7.026229917	33.71536145	14.0556799	8.905423417	9.1888215	7.421451233	33.77857165	5.014940017	5.0100424	6.394983783
Ccnd3	44.05758312	60.91461193	96.09133543	123.3089852	128.1030625	49.8038621	56.50268305	83.03900395	122.9163149	126.2417301
Ccndbp1	14.27728147	8.56097645	11.62072037	13.4335536	17.50526433	9.4007572	8.558504017	10.74309087	10.6619398	13.94972252
Ccne1	126.7122853	24.00036563	7.967183217	12.99681597	22.1107443	88.87885735	43.85348052	16.46803152	18.05947778	23.45306843
Ccne2	10.30773383	11.10601362	7.426147767	11.30204448	12.03081155	10.21415563	14.00019035	13.65875255	17.07821672	20.70502102
Ccnf	63.51018	52.55470398	33.19381753	44.59040883	48.19995223	55.9347526	36.80559342	35.91279692	47.49951547	45.4853336
Ccng1	84.77578227	108.0473269	169.0876767	161.4946355	168.2690297	72.96515365	51.11545725	187.1757308	139.2532314	132.7648906
Ccng2	5.774057867	28.78572358	13.99202308	22.60791238	16.30825785	3.502338817	17.81567522	15.4755572	25.75993292	17.43240127
Ccnh	18.08662943	19.04602625	10.77591402	16.56113493	17.95185148	12.97930257	15.27036805	10.78914057	14.33546862	16.60264388
