gene,E14_ES_fpkm,E14_flk_fpkm,E14_HE1_fpkm,E14_HE2_fpkm,E14_prog_fpkm
0610005C13Rik,1.19090845,0.79307425,0.573937483,0.48255335,0.280026633
0610007P14Rik,15.8124461,20.15098262,18.48855833,23.68946067,19.60279608
0610009B22Rik,26.77690415,22.4488464,17.55214357,22.13687582,18.71952785
0610009L18Rik,0.714239333,0.9305953,0.653248817,0.874260017,1.740044167
0610009O20Rik,13.96823045,25.0851964,22.89270925,22.73864702,23.69735267
0610010B08Rik,0.000502967,0.01539295,0.027547592,0.026833117,0.62512545
0610010F05Rik,5.8761688,8.482548917,12.72582098,18.66196922,18.31836352
0610010K14Rik,27.99546772,39.60992933,49.0340902,62.11029222,49.52587755
0610012G03Rik,8.44485245,13.51109363,12.86334575,13.35759468,10.54881455
0610030E20Rik,2.7776334,7.853575067,2.854959683,3.42386995,5.25035795
0610037L13Rik,13.59060932,15.13122082,15.3827826,23.57489855,18.15119153
0610038B21Rik,0.224258417,0.896586083,0.53568725,0.474300833,0.7932731
0610039H22Rik,2.382128833,1.1198409,1.070783033,1.1768208,1.066085217
0610039K10Rik,0.610095783,0.945743667,0.060025133,0.090479817,0.105552025
0610040B10Rik,0.234830517,2.048953683,0.737745217,1.726020333,1.4879446
0610040F04Rik,1.98345785,0.170002433,0.020300008,0.054142633,0.045760308
0610040J01Rik,0.683394983,0.133193717,0.2784686,0.102948583,0.109569608
0610043K17Rik,0.715815783,0.037477483,0.216176408,0.0003658,0.000715
1010001N08Rik,0,3.006688633,1.537344533,0.37798205,0.000715
1110002J07Rik,0.701533783,0.08670465,0.013085225,0.0003658,0.000715
1110002L01Rik,18.91151567,6.420385083,2.693214967,4.643030467,5.418046267
1110004E09Rik,18.2700393,16.66394217,15.75891038,19.31227295,17.66994035
1110004F10Rik,49.58546895,68.45072805,63.6249739,75.6674415,78.85152
1110006O24Rik,0.161985767,0.383439467,0.984492483,0.58075695,0.9680662
1110008F13Rik,59.1961351,46.58537902,64.92044205,69.89935492,94.96723532
1110008L16Rik,20.57608832,13.06210035,6.20368205,10.27075498,11.15765722
1110008P14Rik,5.763001767,2.403061283,2.7692665,2.400238833,6.391102367
1110012L19Rik,12.66650917,28.53909815,15.54376517,15.74454825,11.28518383
1110019D14Rik,4.984876017,2.04287595,1.9325111,2.513866967,1.59183845
1110020A21Rik,0.335036933,0.665726483,0.181500017,0.181427367,0.711414433
1110032A03Rik,1.466929817,3.15899875,2.831001233,4.0593163,3.983531533
1110032F04Rik,0.2010397,1.47659225,0.19563235,0.2161085,0.1291041
1110034G24Rik,4.831773417,3.71927355,4.38173595,3.285208417,2.844219733
1110037F02Rik,24.10336733,22.13838965,25.84749433,27.0356966,25.8218241
1110038B12Rik,75.6820121,87.11284405,33.55214975,53.77033038,73.30364033
1110038F14Rik,14.81711103,12.62569747,14.55526462,15.44045922,17.10694323
1110051M20Rik,6.693537283,13.86694298,12.45822928,11.94509595,13.4939391
1110058D11Rik,0.762300517,1.30520575,2.658482933,4.628668183,3.9349994
1110059E24Rik,20.92214213,24.4180088,15.92785643,13.79610613,10.77171408
1110059G10Rik,1.62961965,2.188740833,2.01500155,2.887653617,3.3732113
1110065P20Rik,5.083179683,12.4748605,12.25603697,9.89682585,8.920158033
1190002N15Rik,11.1263733,7.89939435,7.19539155,4.2876269,6.008594117
1190005I06Rik,11.17288765,0,0.000444875,0.0003658,0.000715
1190007I07Rik,7.579277417,9.5293215,1.84190935,4.191254983,5.261002367
1300002E11Rik,3.286020517,2.22916335,1.17432925,1.9180587,1.8445176
1300017J02Rik,0.041383417,0,0.101095983,0.530163667,3.778535383
1500004A13Rik,5.64404835,3.0118144,2.846787283,3.98867455,4.572068017
1500009L16Rik,16.01045212,3.668906583,9.525226767,3.15628525,0.685229233
1500011B03Rik,11.8867453,8.674318983,6.399104367,4.757993217,7.029324767
1500011K16Rik,3.467968767,4.036422133,4.999915867,6.5181451,5.16558995
1500015A07Rik,4.749076833,6.272346417,4.472047183,3.869574217,4.2790236
1600002H07Rik,11.49024957,13.14743683,17.74334402,16.04971353,17.4158236
1600002K03Rik,6.259683267,2.526147383,3.253611183,4.178951933,4.482230317
1600012H06Rik,8.10751105,9.17934635,8.438085633,6.860534267,6.279631817
1600014C10Rik,2.402383333,2.271115883,2.502715967,3.530323433,4.249762917
1600020E01Rik,10.38161568,7.789430833,5.387183183,7.924048433,8.432691533
1600023N17Rik,0.379352333,0.993471617,0.412986817,0.198294683,0.30193075
1600029I14Rik,0.15416385,0.174044833,0.711114483,0.9974215,0.963148267
1700001D01Rik,0.19915525,1.2174817,1.81537795,1.151171733,0.735242658
1700001G11Rik,0.22795675,0.46201345,0.063724475,0.223696117,0.258119617
1700001G17Rik,0.050139817,0.531552083,0.194271933,0.224862517,0.52040015
1700001K19Rik,0.44939515,0.640211883,1.474237283,1.393202233,1.6411035
1700001K23Rik,0.051688167,0.62813805,0.99806065,0.93461155,0.4386622
1700001L05Rik,10.48451713,1.514699417,0.506619517,0.546076933,1.093737933
1700001P01Rik,0.8000971,0.801139917,1.16819725,1.0540794,2.287275817
1700003E16Rik,0.15012415,1.115868433,0.0438672,0.07276055,0.000715
1700003F12Rik,0.135234317,1.516336467,0.50137065,0.835781533,0.897860983
1700003M07Rik,0.11960335,0.15579355,0.061027108,0.025975267,0.000715
1700007J10Rik,0.779421033,1.431949167,2.931983817,2.154211517,1.85682795
1700007K13Rik,7.560599933,1.601402667,2.848752267,2.140131167,0.488677517
1700007L15Rik,2.832479467,2.021538583,0.5874017,1.650271983,1.529809733
1700008J07Rik,1.06076445,2.023470167,0.95619825,1.026888083,1.11788255
1700008O03Rik,0.241365067,0.57390865,0.000444875,0.207924283,0.140761825
1700010I14Rik,0.214740433,0.675960667,0.424835783,1.002995733,0.743052267
1700012D01Rik,0.02468505,0.4994472,0.310044983,0.125499633,0.258098267
1700012D14Rik,0.6266317,0.992762567,0.045906175,0.1923001,0.323954975
1700012D16Rik,0.629971383,0.822055117,2.3852445,1.878258217,0.566400667
1700017B05Rik,8.532806633,12.71047122,46.49232905,19.57601592,12.21554047
1700017J07Rik,1.148899233,0,0.000444875,0.067631167,0.000715
1700019A02Rik,2.4979342,0,0.000444875,0.042928833,0.121503825
1700019D03Rik,18.88982997,1.113664083,0.14813065,0.393601383,0.493892817
1700019E08Rik,0.2604894,0,0.000444875,0.0003658,0.000715
1700020A23Rik,0,0.1948155,1.028174083,1.794967533,0.914318817
1700020D05Rik,0.576149433,0.904610517,0.64663405,0.381144467,0.487880167
1700020I14Rik,22.86151055,43.79376872,37.34343057,37.29976855,31.2459623
1700020L24Rik,0.011877467,0,0.417531783,1.151119533,0.159548667
1700021F05Rik,27.03413382,19.22610185,10.86142093,15.57724208,13.56210277
1700022H01Rik,0.522940083,0,0.000444875,0.28782995,0.418560333
1700022I11Rik,0.0145469,0.302167133,1.6190032,2.0906211,2.523313933
1700025G04Rik,1.094126517,4.965590967,3.52152155,2.458284317,3.113519617
1700028B04Rik,1.108046033,0,0.000444875,0.0003658,0.000715
1700028E10Rik,0.028566983,0.442797517,0.371247333,1.022224867,0.562537083
1700028J19Rik,0.14913205,0.086384233,0.14858835,0.1042711,0.27487225
1700028K03Rik,0.702381667,0.988155183,0.556447583,1.102274233,0.896416183
1700029H14Rik,0.042209817,0,0.9475699,0.999055033,1.329473867
1700029I15Rik,0.23809805,0,0.598067117,0.516020133,0.518986108
1700029J07Rik,0.098103167,2.5413989,0.325843383,0.648198717,0.553334467
1700029P11Rik,5.091725533,0.018251217,0.07489425,0.08873115,0.062024492
1700030C10Rik,5.70583825,0.288290383,0.24259465,0.126092933,0.163033067
1700030J22Rik,1.2416661,0.51119735,0.624460967,0.7460777,0.422079933
1700030K09Rik,9.692595317,10.12635825,5.52560395,8.355795267,8.77425635
1700034J05Rik,0.50100275,1.05744425,1.926246633,1.228384133,0.394546583
1700034P13Rik,0.138185533,0.130733717,0.068076042,0.123832517,0.310416717
1700037C18Rik,0.979139,1.562405933,1.392986433,1.832551883,2.702834517
1700037H04Rik,24.95725935,17.39258877,12.36805718,9.604647417,20.70041817
1700042O10Rik,1.06088395,0,0.380278733,0.495969467,0.338318033
1700047A11Rik,0.282551033,0.388564017,0.8488762,0.471532883,0.342405392
1700047I17Rik2,0.382501267,0.7966058,0.68268795,0.677111417,1.47801595
1700048M11Rik,0.370841033,0.987553117,0.38245525,0.160595383,0.461067342
1700052K11Rik,1.2423396,2.282832467,5.33090525,5.553541283,4.258745517
1700056E22Rik,0.029216067,1.175024783,0.463384817,0.79571825,0.47175465
1700057H21Rik,2.756769233,0,0.000444875,0.0003658,0.000715
1700061G19Rik,8.537675,0.2333984,0.444063967,0.177690367,0.40012225
1700066M21Rik,3.02562195,3.042638133,2.225312167,3.170272617,3.9410965
1700067K01Rik,0.506755383,0.3073519,0.1813315,0.101033417,0.134023283
1700071K01Rik,0,0,0.000444875,0.0003658,0.971014475
1700084E18Rik,0.261329883,0.474196,0.367317075,0.3898388,0.5153292
1700086O06Rik,1.1976228,1.726284667,1.769615317,1.98532995,3.596279633
1700092M07Rik,1.7859274,1.734422583,0.601663583,0.8981016,1.341883533
1700094D03Rik,1.39544815,1.880563917,1.139329767,1.35952215,2.20662875
1700094J05Rik,0.8580932,0.38702195,0.357251708,0.711192167,0.652909517
1700095A21Rik,3.178294933,0.045035417,0.000444875,0.0003658,0.000715
1700095J12Rik,0.41390395,0.929408917,1.19357375,1.321492533,0.965889467
1700096K18Rik,0.677952417,0.471142833,0.8606669,0.760598817,1.280871633
1700097N02Rik,5.504695883,0.0811971,0.000444875,0.0003658,0.000715
1700099I09Rik,0,0.500613583,0.83613255,0.978024517,1.007199983
1700100L14Rik,0,0,0.483008583,0.087654833,0.6838415
1700101I11Rik,0,0.21608865,0.059439258,0.29330965,0.548721867
1700102P08Rik,0.689298667,0.43869335,0.608833183,1.075954417,0.910833483
1700105P06Rik,0.474836967,0.374141117,0.432245767,0.464628683,0.177815242
1700108J01Rik,0.36410405,0.6971697,0.000444875,0.0003658,0.044445808
1700109H08Rik,3.015336817,3.853613333,3.564946583,3.008585183,5.5951409
1700109K24Rik,2.778817567,7.830500633,5.341537683,3.5160975,1.571718783
1700110I01Rik,0.004077417,0.064635,0.047083117,0.054013683,0.062195125
1700112E06Rik,0,0.046734617,0.177778642,0.775404183,1.194798367
1700112J16Rik,0.089324983,0.1164386,1.2307047,0.808317883,0.351653817
1700113A16Rik,0.992242467,0.7961616,0.8517366,0.997883967,1.40661535
1700120C14Rik,0.710555517,0.3405696,0.469047717,1.006468833,0.882382933
1700120K04Rik,0.454222033,0.935605383,0.6451764,1.130936667,1.127461567
1700123M08Rik,0.219843517,1.205323683,0.406592533,0.666334667,1.016546883
1700123O20Rik,18.31176818,13.14664902,15.32669458,18.0563124,16.87511737
1700124L16Rik,0.1840263,0.2589896,0.000444875,0.125720567,0.291276758
1700125H03Rik,0.007458583,0.36467915,1.3785588,3.422669817,0.945280417
1810009A15Rik,92.69695722,76.20979462,39.59839478,66.23071273,71.97354098
1810010H24Rik,0.760634667,0.618743833,0.932893183,1.374623767,1.558955433
1810011O10Rik,0.537205983,1.903571017,108.0999953,43.13915828,3.686143667
1810012K16Rik,0.17420965,0.793501667,0.000444875,0.324233733,0.318826983
1810013L24Rik,18.63452155,8.7801807,13.51048563,11.37230337,13.96948658
1810014B01Rik,2.151512917,2.221666067,0.981772833,2.28641095,3.059344367
1810019D21Rik,1.261531383,0.3285181,0.857146133,0.4618922,0.96523495
1810022K09Rik,156.9010844,135.1730842,67.1643351,89.15470978,98.95615562
1810026B05Rik,4.66011435,6.278008717,2.277298717,2.781493817,4.08790095
1810030O07Rik,16.32964505,12.6988219,10.82230467,11.92807418,12.90635048
1810032O08Rik,24.53968658,23.29781585,8.735229117,15.47984503,24.01271357
1810034E14Rik,0.677231017,1.863729183,0.886960233,0.659251767,0.764651267
1810037I17Rik,32.06673015,16.76625223,24.53741383,23.19708108,28.47425533
1810041H14Rik,0.66429545,0.791079883,0.385047575,0.4192798,0.326241775
1810043G02Rik,2.361464267,5.4043797,5.341875817,5.232561833,5.324101033
1810044D09Rik,0.904747283,1.724951517,0.67213805,1.26915795,2.222327967
1810055G02Rik,14.57186187,9.67791615,8.13963435,4.944093783,5.548239917
1810058I24Rik,20.99688465,31.55647917,43.6305378,34.02941872,48.56803842
1810062G17Rik,0,0.14530715,0.461097817,0.2559171,0.11705765
1810062O18Rik,0.609442517,0.458468733,0.1231909,0.614232683,0.703832417
1810063I02Rik,0.435019117,0,0.000444875,0.0003658,0.000715
2010001A14Rik,0.53814065,0.608793667,1.659867883,1.5364633,2.091418333
2010009K17Rik,0.21326915,0.185594467,0.731491617,0.38827805,0.917156217
2010010A06Rik,0.5913749,0.229122533,0.55078405,0.663006917,0.914377433
2010106C02Rik,0,0.303119333,0.945066533,0.777199017,0.1693357
2010107E04Rik,130.297022,156.0501425,133.0180937,146.0441121,155.4790179
2010107G23Rik,2.340243033,0.9995116,0.000444875,0.038007367,0.052213825
2010111I01Rik,14.05431032,3.024435733,21.61068257,19.03421823,7.727577167
2010204K13Rik,18.55605992,6.324900867,4.6274507,5.020145883,6.94707285
2010315B03Rik,0.353115567,2.213081817,1.252217717,1.249793183,2.26922495
2010320M18Rik,6.3759582,10.43325168,6.988775883,11.43542715,11.66806975
2200002D01Rik,2.477628967,1.2096773,6.274323817,3.41123885,2.887272483
2210011C24Rik,2.03808,0,0.000444875,0.0003658,0.000715
2210013O21Rik,13.28133107,13.57773178,18.53277533,18.20892162,12.03710598
2210016F16Rik,6.834839817,4.694180517,5.6219921,7.030709083,8.093475667
2210016L21Rik,15.31539595,18.49312115,15.80241585,18.50467563,16.50741723
2210406O10Rik,0.056985833,0.0763877,0.04661565,0.1526859,0.517290683
2210408F21Rik,0,0,0.370505683,0.381246383,0.498897667
2210408I21Rik,2.945566483,3.510544467,1.947931917,2.818650033,2.725138417
2210409E12Rik,5.529290133,0.0597406,0.065731592,0.0003658,0.000715
2210418O10Rik,5.078311883,2.31462875,2.486896717,2.605916367,2.981828
2300009A05Rik,0.242157417,1.730151983,1.01473645,1.75487065,3.119964183
2310009A05Rik,5.037482267,9.848065683,8.75906355,10.11808668,10.42627037
2310009B15Rik,1.561679383,3.270590467,5.4856817,5.649828217,4.5685184
2310010J17Rik,2.580634867,3.323573417,1.823873417,3.3542649,1.864792667
2310011J03Rik,8.539684683,6.11573615,11.2026748,11.51841372,14.48978893
2310015A10Rik,0.755795233,0.55870985,0.44219645,0.429252067,0.520465733
2310022A10Rik,8.4242726,5.72923385,5.123670267,4.492055383,7.49029585
2310022B05Rik,8.876086983,24.84323673,17.52743443,8.864543283,7.67757315
2310030G06Rik,2.312173983,1.2659122,0.421919083,0.198338683,0.748653267
2310033P09Rik,8.039224183,11.50079763,9.62104835,11.59881622,11.98320835
2310034G01Rik,0.110424733,0.717398967,0.185386467,0.17920395,0.014917842
2310035C23Rik,14.98023057,8.607676317,10.07813558,11.11391798,15.11878218
2310036O22Rik,62.27767113,53.51331912,84.37823185,88.65149447,84.72600622
2310039H08Rik,2.4850708,7.004211467,4.95970575,6.863816283,7.814373267
2310039L15Rik,0.578797383,0,0.000444875,0.0003658,0.000715
2310040G24Rik,2.1298754,0.398340333,0.412381767,0.192548917,0.224235342
2310045n01rik-mef2b,0.030818317,0.589037083,0.17463265,0.197763317,0.174508658
2310057M21Rik,7.780033067,6.95401755,7.01538835,6.710342933,6.4032687
2310061I04Rik,10.41769427,9.492712333,5.5090183,7.0170138,10.13751638
2310068J16Rik,0.1541123,0.392321583,0.356976417,0.48750815,0.675266067
2400006E01Rik,6.28660395,0.496812267,0.111735533,0.215296917,0.27297875
2410002F23Rik,31.7499386,23.30353652,15.0989142,21.54325663,24.6229526
2410003L11Rik,31.40689342,13.4216684,10.70347678,17.6542306,19.42540418
2410004B18Rik,16.60294365,10.74939148,12.14162862,11.91435567,12.8965156
2410004I01Rik,0.2702133,0.49753935,0.000444875,0.0003658,0.000715
2410006H16Rik,75.4094126,281.516171,66.8181022,100.6506484,124.267492
2410015M20Rik,35.03468852,45.80733398,42.58147442,58.96305628,56.91212983
2410021H03Rik,1.2912573,0.4765191,0.253275283,0.188698633,0.000715
2410089E03Rik,9.696496533,9.496503183,5.842147983,5.3315528,5.242755933
2410124H12Rik,0.557645433,0.188697233,0.000444875,0.0003658,0.098573042
2410131K14Rik,6.473447533,4.640554783,3.698937317,2.30814275,2.268689067
2410137M14Rik,4.4616832,0,0.025070408,0.0003658,0.000715
2410141K09Rik,50.82935485,0.065131667,0.000444875,0.0003658,0.000715
2500002B13Rik,28.69083392,8.782399017,4.781903067,2.646059183,3.740424467
2500004C02Rik,0.7889391,2.160191633,1.759831167,2.57541905,3.219441967
2510002D24Rik,4.379540267,5.370769033,3.62851205,6.277182567,6.999152217
2510003B16Rik,1.204519883,1.205482333,0.392051683,0.950411183,1.35636505
2510009E07Rik,0.00745505,1.31318125,2.185345367,1.120456167,0.773119133
2510039O18Rik,12.41997628,12.60707533,24.52837825,17.59768825,19.895086
2610001J05Rik,6.84826015,7.001977867,4.9159971,6.705686067,5.69544245
2610002M06Rik,1.615629117,3.202631617,2.8905135,2.903534133,3.00421645
2610005L07Rik,22.35613133,28.9551548,27.07616463,29.76609127,29.30486823
2610008E11Rik,5.51199,17.0259826,18.09214393,11.96955778,7.605614233
2610020C07Rik,4.069634717,3.717312117,2.4596068,3.7375929,4.3075751
2610020H08Rik,3.451015083,10.87330445,6.310083883,6.9405061,8.32908335
2610027K06Rik,0.163941917,1.055699567,0.664864633,0.705107533,0.378777967
2610035D17Rik,0.098980217,0.3349191,0.073984517,0.211724417,0.044672258
2610035F20Rik,0.263881133,0.50559475,0.093753875,0.0003658,0.000715
2610037D02Rik,1.070389467,0.01055715,0.000444875,0.0003658,0.000715
2610042L04Rik,1.611806083,3.607319817,1.309256633,1.406669517,0.586027033
2610044O15Rik8,8.9585036,7.4920216,2.41512135,4.280332933,4.986564283
2610301B20Rik,6.922416183,9.7053025,6.042415667,10.16559275,8.641135633
2610306M01Rik,0.889981733,2.290941433,1.870364,3.054445617,2.877291217
2610307P16Rik,2.580564183,1.461865617,1.085470267,0.815510917,0.341232433
2610318N02Rik,14.96482668,13.80599425,4.431291633,5.41383645,6.7695712
2610507B11Rik,84.21930132,49.90440093,80.86831585,88.71958543,93.7301878
2610524H06Rik,15.11180332,16.17124688,6.01634055,6.8413923,7.948401233
2610528J11Rik,3.394539533,0,0.000444875,0.0003658,0.069072908
2700038G22Rik,13.20623885,7.58053745,2.696220167,4.370968017,5.0662016
2700046A07Rik,0.00824565,0.667926017,2.070719483,1.707049733,0.291324917
2700046G09Rik,0.413528783,1.13657285,0.820560633,0.434995767,0.350316367
2700049A03Rik,18.58959437,16.79533687,5.720807283,9.111742783,10.56480623
2700060E02Rik,108.6532667,104.7557587,69.8056321,74.73556232,67.56122117
2700062C07Rik,17.81856587,9.957743033,4.387233633,6.160358067,7.034284417
2700081O15Rik,3.997456467,4.23594025,4.774195817,5.591775367,5.650782183
2700097O09Rik,24.30682575,15.02497677,5.808964433,7.1072584,8.311391183
2700099C18Rik,15.38215277,20.10745083,6.918087167,7.799655783,10.4363067
2810001G20Rik,2.979694,5.34921875,3.87574825,4.29956755,4.9040117
2810002D19Rik,3.434300683,2.557574067,1.00351575,1.662487133,1.6669563
2810004N23Rik,79.88838123,104.8687623,51.98356807,65.9785804,77.63926537
2810006K23Rik,8.459973067,13.37528215,11.33281038,13.28720677,11.22426955
2810013P06Rik,6.09062235,10.45549762,4.015369017,3.738200983,5.286355033
2810021J22Rik,3.65175565,3.716613033,2.1701313,2.343041767,4.199378217
2810025M15Rik,45.56517058,32.62677047,54.76083815,46.01165235,19.11582048
2810403A07Rik,31.92796152,32.27173012,20.54178868,21.72892523,23.26014548
2810408A11Rik,3.944893967,9.05548555,1.151519467,2.246268883,2.518133133
2810408I11Rik,9.187435633,7.573038733,2.249388983,4.043862883,4.06186515
2810410L24Rik,0.063525883,0.762923567,1.212744117,1.31925405,0.751110983
2810428I15Rik,18.68759912,25.38631595,40.47223633,37.94762877,44.04100742
2810429I04Rik,2.213874433,1.9602014,0.12915745,0.427153833,0.217343358
2810454H06Rik,0.299166783,0.9694958,0.21646355,0.4534086,0.296776533
2810468N07Rik,0.277012617,1.598646717,1.5724198,1.369433683,1.315523183
2810474O19Rik,73.4117884,20.92871172,23.22740792,26.70819278,27.86424612
2900009J06Rik,0.517457083,0.47852885,0.593490308,0.483675183,0.688245217
2900011O08Rik,8.5930477,0.009196933,0.051886667,0.085514,0.123967167
2900026A02Rik,2.970802,1.5488681,9.60535615,3.519570933,2.229933583
2900041M22Rik,2.6032747,0.046293783,0.000444875,0.0003658,0.000715
2900060B14Rik,3.111586467,4.009039183,2.5461833,4.009611733,4.8535584
2900076A07Rik,4.219390217,3.5746124,2.520506917,1.974341233,1.96803315
2900097C17Rik,22.0680884,44.59731055,38.50509043,35.97466145,37.92711602
3000002C10Rik,0.678131483,1.0357405,0.411695817,0.614398233,1.090472733
3010003L21Rik,3.562158333,1.649587283,1.54082625,1.356751333,1.3286664
3110002H16Rik,14.0419275,6.13002785,19.95469663,16.55118127,13.16776938
3110009E18Rik,7.11796135,2.860356067,1.831589133,4.149296033,5.238628183
3110021A11Rik,0.5866461,0.646119617,0.267053533,0.227348583,0.295850483
3110040N11Rik,7.323968367,9.451414383,8.543653433,10.61333132,11.21236395
3110043O21Rik,6.468127683,6.2233243,5.084452183,2.854695283,2.452657017
3110056K07Rik,3.4597006,2.873778983,2.805937683,3.426193117,4.354456167
3110062M04Rik,1.024865017,5.1483533,7.95084425,14.26001412,10.53162488
3110082I17Rik,11.68754092,10.6492471,7.3100097,11.40749312,12.77333295
3300002I08Rik,2.640191567,3.160996233,2.38293765,1.88863945,2.3188769
3632451O06Rik,5.121913767,11.95832607,2.680270867,1.666277367,1.8360868
3830406C13Rik,2.469041117,2.79553515,2.631084867,3.498697867,4.169943567
3830408C21Rik,0.379160483,1.320887367,0.735547967,0.8789143,0.8134
3830417A13Rik,0.807124,0.0158542,4.52641635,1.226939167,1.26244565
3830432H09Rik,0.221361033,0.430885917,0.790933067,1.066817317,1.084807917
4631405J19Rik,0.056832517,0.3947086,0.648505283,0.835608983,0.6406944
4632404H12Rik,0.975955517,1.159774983,0.441969883,0.502515633,0.456155867
4632415L05Rik,1.563204267,3.1294683,1.337566183,2.025874617,2.381104483
4632427E13Rik,7.575210667,6.6564344,4.787057283,8.260092117,7.110316667
4732416N19Rik,0.1315306,0.29350275,0.000444875,0.236264983,0.824722867
4732471J01Rik,1.280032967,0.525488133,0.151848483,0.156567167,0.819887067
4833412C05Rik,0,0.085018233,0.715458433,0.41294825,0.39741835
4833417C18Rik,6.278434467,3.616413733,1.210364125,2.03685135,1.979187217
4833420G17Rik,14.19775348,16.91029502,6.477803467,9.801025817,13.24619045
4833422C13Rik,0.01995015,0.2278246,0.648836667,1.362828317,1.867919183
4833439L19Rik,45.89883552,24.06119673,31.04251748,27.94680278,24.16769993
4921511C10Rik,0.229873967,0.810652417,1.372502167,1.09033515,1.259869867
4921524J17Rik,17.3318408,16.65774083,17.53008502,14.60588815,11.75937405
4921531C22Rik,0.352647867,0.898747333,0.52161075,0.5884498,0.862414317
4930402H24Rik,2.38585605,3.402329867,11.66135257,5.548526033,5.194917167
4930404I05Rik,0.915264833,1.36146335,1.130341767,1.1915038,1.449541467
4930404N11Rik,0.956664983,4.124631883,2.240805867,2.191701783,3.3618608
4930405A21Rik,0.493033167,0.555718767,0.38698665,0.274852133,0.481706083
4930405J17Rik,1.476089933,0,0.000444875,0.315775517,0.947701633
4930405O22Rik,0.78505895,0.890739433,1.855602933,2.299518083,1.79721365
4930412O13Rik,0.001912933,2.681666867,1.083435517,0.565335217,0.035629758
4930413G21Rik,0.026632267,0.6532562,0.80425195,0.441869067,0.8022734
4930414N06Rik,0.755881233,2.5870952,1.62221535,1.486447483,1.459872283
4930415F15Rik,0.023869333,0.172301517,0.6152228,0.985560083,1.004116817
4930427A07Rik,12.61806023,2.930586083,5.194631983,4.827763967,5.7166786
4930429B21Rik,1.102621333,0.372195017,1.047485533,0.82419095,0.371667717
4930430F08Rik,8.095971817,6.350598583,3.089416717,4.339885817,4.4054138
4930432K21Rik,3.638953,0.932598933,0.445117,0.650982417,0.787263883
4930444G20Rik,0.66016815,0.087876283,0.029133683,0.0258496,0.017375092
4930444M15Rik,2.614579433,0.015663467,0.717722517,0.293601183,0.168846983
4930447C04Rik,5.7281186,2.665206683,0.068385,0.039101483,0.099655892
4930451G09Rik,0.218928867,0.63386605,0.360357217,0.390841333,0.435653267
4930452B06Rik,8.053289883,5.409837267,2.648938017,3.03356555,3.127128767
4930453N24Rik,43.86639918,22.90813005,24.23052313,25.03334568,24.01931503
4930455C13Rik,1.454399533,1.658970083,1.17557975,1.939052883,2.218901267
4930461G14Rik,13.02629545,0.069372967,0.000444875,0.0003658,0.6231782
4930465K10Rik,1.1847237,0.662774283,0.102334833,0.767642133,0.848216967
4930469G21Rik,0.785503267,0.0628176,0.000444875,0.0003658,0.000715
4930473A02Rik,0.07372905,0.721294683,1.0084551,0.769532233,0.689223417
4930478L05Rik,0.593019033,0.520313167,0.76706575,1.322005767,1.144779933
4930480K23Rik,0.707954583,2.3552001,1.019091983,2.203270117,2.13228535
4930483K19Rik,0.877311267,1.22673535,0.346384283,0.5892171,0.854427617
4930486L24Rik,0.39173525,0,1.744735333,2.492749817,2.71758745
4930487H11Rik,2.022387967,1.093376917,6.877229983,3.618607867,0.92331425
4930502E09Rik,0.055187433,0.549388267,0.853590983,0.64452105,0.979407917
4930502E18Rik,0.776184933,0.032402717,0.3503786,0.240851617,0.000715
4930503L19Rik,14.94523663,20.50322718,9.190976467,7.457748967,9.619067383
4930507D05Rik,0.838331483,0.580649117,0.852621383,1.15500205,1.214252967
4930509E16Rik,0.71782915,0.116145433,0.181477608,0.4091947,0.233659517
4930511A08Rik,1.20472765,1.878438383,2.526729283,1.830514317,0.614963833
4930512B01Rik,0.327840317,2.607893383,2.645231183,1.87615435,1.15835465
4930513N10Rik,2.072707217,1.458030533,1.163359183,1.311172833,1.6970987
4930515G01Rik,0.462496067,0.873172167,1.199692583,1.370456833,1.123671183
4930519F16Rik,2.2446967,0.05037965,0.12572825,0.241879983,0.057547092
4930520O04Rik,0.583637767,0.482310533,0.571963883,0.88255775,0.816945333
4930521E06Rik,0.01207025,0.1173026,0.484739933,0.38879275,0.557621267
4930524B15Rik,1.108195367,0,0.034190883,0.0003658,0.000715
4930526I15Rik,0.615908,0.98889935,0.986438217,0.971718683,1.344305317
4930526L06Rik,5.20422335,0.078079817,0.000444875,0.0003658,0.000715
4930528A17Rik,0.4370608,0.8719708,1.1425347,1.02271085,1.411325583
4930539E08Rik,1.7517198,0.051047233,0.000444875,0.031878317,0.020664942
4930539J05Rik,0.395342183,1.216653417,1.5246003,1.527977617,1.529598267
4930544G11Rik,0.00094475,0,0.044820675,0.0003658,2.407811608
4930548H24Rik,7.638781833,0.591987517,0.4619617,0.487968533,0.325284717
4930549C15Rik,0.1153931,0.396310567,0.514527683,0.326529617,0.066876508
4930549G23Rik,3.520451817,3.014178033,1.341540567,1.931823083,2.336768683
4930550C14Rik,0.50288385,0.687660867,0.412070567,0.804906433,1.10999215
4930556M19Rik,0.456317517,0.348432483,0.667567583,0.6879063,0.562100233
4930556N13Rik,1.389710483,0.4284664,0.3471201,0.443335317,0.505995067
4930557K07Rik,1.175210317,0.773757117,0.509403833,0.993140283,1.237632717
4930558J18Rik,2.0360886,1.942897083,0.468131667,0.72783165,1.36752935
4930563E22Rik,0.674862717,0.994765433,0.16485785,0.374077633,0.322033167
