gene,E14_ES_fpkm,E14_flk_fpkm,E14_HE1_fpkm,E14_HE2_fpkm,E14_prog_fpkm
Mapk4,1.302294667,2.242398667,0.11098725,0.115423117,0.24728795
Mapk6,52.01336077,44.37637888,42.24428597,55.05765515,69.78252513
Mapk7,12.31955698,18.53574753,17.40935442,9.355736917,6.289911633
Mapk8,8.595739617,12.66935623,7.074737,6.960586417,7.1572076
Mapk8ip1,5.967230583,2.561008333,2.053147983,0.850354233,0.766363633
Mapk8ip2,1.80211445,4.931778133,0.384767617,0.039024417,0.021096892
Mapk8ip3,7.581645,28.00555947,19.97593673,16.3772243,16.60675208
Mapk9,15.15815163,16.04501015,18.62410328,18.26744597,21.25162863
Mapkap1,13.23701098,17.65642505,17.41337502,17.08046793,19.29609033
Mapkapk2,11.15972067,25.1990029,49.12975563,51.6220547,52.84365295
Mapkapk3,18.87990635,9.519544667,7.234870617,6.754736733,9.799845917
Mapkapk5,22.75875348,18.57102937,19.51180268,16.42352617,18.84965115
Mapkbp1,2.68474235,2.84158835,3.042532483,3.06707565,3.024550017
Mapre1,26.9925971,27.31261128,34.92337823,35.92859067,36.36894038
Mapre2,10.20423292,18.07999855,28.64024772,14.69619942,6.303337417
Mapre3,0.1387574,0.97107475,2.278901717,0.7664265,0.39950305
Mapt,0.888258617,0.92430435,1.845034067,2.476892117,2.964996533
March2,10.60868698,7.465973317,26.5212649,27.2891865,24.05476663
Mar-01,0.08932225,0.381635317,0.347622117,0.770904733,1.831447667
Mar-03,0.29832765,0.512930833,2.2701675,3.8598631,5.785254483
Mar-05,21.69424897,29.27066073,25.22164523,26.37536718,27.01516592
Mar-06,19.63488928,36.24679837,19.60485872,19.3464923,22.83224093
Mar-07,55.97127,53.46198772,41.11609042,40.94335082,43.629397
Mar-08,6.177622733,10.81556827,16.84812737,18.73640422,23.88701675
Mar-09,4.739404983,1.060738467,0.645591283,0.461436733,0.357004667
Marcks,9.961593667,53.98338123,58.98102403,30.09897668,15.39748907
Marcksl1,116.8658456,137.7415868,348.7133616,162.8958176,96.20565837
Marf1,16.79985202,18.11047652,13.95329603,12.98045125,15.0710276
Mark1,1.69954945,3.341859617,1.38322135,0.52489425,0.411952533
Mark2,13.10337335,13.69575067,15.20319168,10.96057082,14.06728422
Mark3,38.14130028,32.38863578,37.5389323,31.9877735,30.62666808
Mark4,4.635131217,8.9585288,19.20090798,12.3972261,12.14224422
Mars,57.60526248,42.40794257,25.92588455,31.62655025,36.87918747
Mars2,7.32033945,4.509540833,4.838273333,5.981393833,6.547686367
Marveld1,6.996894867,6.707598933,12.93415003,6.423880817,3.694892183
Marveld2,1.82312405,0.247225517,0.658744917,0.367956333,0.919607717
Marveld3,1.18487545,0.047081367,0.056283017,0.135723333,0.089774567
Masp1,0.025674167,0.6146544,1.507580633,0.401258533,0.129946292
Masp2,1.55118005,0.9916239,1.2327166,1.43796035,1.125212617
Mast1,1.3296106,0.154938683,0.10671665,0.124327183,0.506977958
Mast2,13.68869592,12.44440267,17.85190307,17.38752397,19.68577242
Mast3,3.233294283,3.883924733,3.543002083,4.539727567,6.282565867
Mast4,1.666613017,3.847872667,15.29426448,10.83637897,6.700123783
Mastl,21.00964213,14.55557223,9.408113017,11.73088032,11.25199075
Mat2a,176.0256391,62.313493,54.17638788,78.25802983,94.84793438
Mat2b,54.97633645,30.95696513,33.9394148,42.61800838,48.9342261
Matk,0.424315467,0.504202517,0.63222925,0.539448367,1.29819405
Matn1,0.0003658,0.443626117,0.000444875,0.325268833,4.835592917
Matn2,0.993976917,1.5631424,0.32648245,0.7988937,1.102138633
Matn3,0.859711917,0.238548217,0.1054562,0.018957667,0.000715
Matr3,127.0202784,152.6921467,75.56605783,95.0684674,124.2475616
Mau2,19.36813492,22.54774323,24.10640172,23.35547705,28.42255698
Mavs,9.8369067,8.191367967,6.88866285,7.726272867,11.56286953
Max,23.29959502,22.63833882,27.2522473,13.60010573,23.90308545
Maz,41.01747373,71.15420318,38.74254162,45.91924207,71.0300569
Mb21d1,0.58370785,0.276592867,0.381712417,0.717470983,1.06787145
Mb21d2,9.091210217,9.260030733,9.414399,2.080922183,1.168351267
Mbd1,5.517212083,5.809360983,7.88795125,7.815080617,9.633592117
Mbd2,6.153434817,7.341771367,22.61101308,18.61022265,27.02755293
Mbd3,29.87266472,23.75015742,27.59099072,28.60383773,29.60998245
Mbd4,10.6195226,7.67423775,6.947030367,5.7433129,5.876383083
Mbd5,2.487430283,3.51107785,5.053172867,5.62792275,4.813123367
Mbd6,1.751005067,3.4842789,4.676558617,4.3343534,6.457701833
Mbip,18.69265835,14.32778987,10.94919402,11.9751458,12.24188347
Mblac1,0.436699117,1.488207817,1.288675967,1.516080133,1.527330067
Mblac2,0.1183193,0.580732583,0.587279383,0.85161795,1.139906933
Mbnl1,2.47837615,1.210193317,15.03557755,30.90306173,55.17446128
Mbnl2,6.328662933,7.516310283,29.07148932,26.76550677,19.85566438
Mbnl3,0.9774358,1.593778017,5.17869595,2.447520867,3.051743467
Mboat1,3.052062733,1.0116394,0.4420913,0.455501867,0.478498717
Mboat2,10.89799883,11.18071635,6.927574067,3.52411525,2.124072483
Mboat7,8.330204083,13.26853673,7.456868917,6.782025667,8.5241657
Mbp,0.493334517,0.742317817,1.709139783,4.428469467,13.78000193
Mbtd1,31.23356967,34.0499947,14.24631695,19.84721978,23.59689632
Mbtps1,57.2524652,98.8374878,62.24238062,58.19862363,58.16053363
Mbtps2,8.072901367,8.067138967,5.707503967,6.0789083,6.549135167
Mc5r,0.968677,0,0.086370175,3.429904083,8.876992967
Mcam,17.43703825,1.052221317,37.29296673,7.468670333,2.222834433
Mcat,10.57422397,10.18317213,7.826007417,8.584613817,8.7930504
Mcc,2.295215833,4.2594941,9.358601833,2.238982533,1.385721883
Mccc1,5.016314933,5.588716717,3.812454667,4.1343484,4.7728687
Mccc2,10.61891785,10.65393782,10.11983542,11.74123348,12.40499538
Mcee,10.58173638,9.220079583,7.0045612,10.5731125,10.80284298
Mcf2,16.21717005,0,0.000444875,0.0003658,0.000715
Mcf2l,4.60383765,1.0658112,0.07160295,0.18173,2.042689233
Mcfd2,11.99034212,20.08933415,25.9791935,13.0246801,14.78019902
Mcl1,130.9252607,50.45254413,92.65033662,78.96741818,69.22903055
Mcm10,67.77759968,45.91001245,14.7652607,30.85449452,40.87287898
Mcm2,113.8327037,88.31564595,60.75486777,75.83317865,97.67636287
Mcm3,176.4352244,132.730322,78.65740685,118.1235068,132.4088203
Mcm3ap,27.617928,20.65332367,20.18005525,22.03130135,28.12143182
Mcm4,95.446281,100.555386,53.92621268,79.19783768,101.9028873
Mcm5,181.5876,123.979012,84.82227235,133.9825246,156.3300213
Mcm6,169.5918577,164.8688647,85.60540057,134.5252556,159.306615
Mcm7,171.5645012,189.001427,74.83772022,127.4472813,161.0160812
Mcm8,10.94748408,13.8153277,3.877947983,7.10977595,9.296615917
Mcm9,6.572445317,5.315928167,2.77910625,4.826112,5.343262583
Mcmbp,39.56086342,40.9630965,29.0739096,29.4385439,31.13281862
Mcoln1,11.78838495,14.64316892,20.94414737,16.06272442,10.71913565
Mcoln3,0.724420733,1.355946417,1.231476417,1.756060917,1.85312835
Mcph1,34.63040232,29.35325538,17.66267828,25.92374575,32.45547642
Mcpt1,0,0,0.000444875,0.0003658,0.64360915
Mcpt2,0,0.019231883,0.000444875,0.0003658,0.64903055
Mcrs1,40.22958997,40.02007627,41.49643228,43.10555162,46.13929013
Mctp1,0.006559983,0.071398783,1.466355517,10.10145412,16.3169815
Mctp2,3.27770505,0.723350217,0.238293317,0.143251933,0.21791745
Mcts1,23.82347323,31.96031012,14.97351697,14.4048088,22.14686635
Mcts2,23.28091362,23.74561128,24.97057128,29.43655018,28.71150402
Mcu,6.30475185,8.815924983,26.6683924,23.22556747,13.31368845
Mcub,0.001131833,1.014282483,0.181653867,0.0003658,0.000715
Mcur1,0.83804445,1.394981,4.625724583,5.709979467,6.17658915
Mdc1,28.56714627,36.78139,16.65982748,22.67841722,31.47441107
Mdfi,2.2314887,9.136504533,5.7862297,5.315644617,3.662931133
Mdfic,0.726935667,1.3276456,13.46023327,6.421729233,1.28890255
Mdga1,0.194487583,0.190566083,0.788306217,2.583115533,4.605160367
Mdh1,82.70048152,88.39820785,91.308594,114.4265746,117.1640077
Mdh2,115.6221079,76.79430608,111.7020558,118.7626699,131.9747906
Mdk,61.16908615,234.3885245,89.09331678,68.42133033,63.52466038
Mdm1,10.8567953,15.52179792,9.32424195,27.48811343,38.53315098
Mdm2,43.85506443,29.51599348,84.38424235,73.91357243,65.44481063
Mdm4,13.4737526,9.416818083,13.93884688,17.87374833,14.62989202
Mdn1,79.97686602,37.6475948,16.17136902,22.5789342,25.33025012
Mdp1,13.59770287,20.89450028,14.91338285,15.45826447,15.05633427
Mdrl,4.2102384,1.556856483,1.00536885,1.23136215,1.603529467
Me1,4.768663967,8.33599145,24.06319073,12.42642553,6.039221517
Me2,43.1622194,43.58444152,44.8224504,38.65164135,40.4523532
Mea1,31.3857125,29.99426098,28.0870722,32.03809125,35.26461848
Meaf6,13.55649772,7.451506167,8.527230067,12.39714665,13.1732556
Mecom,0.042106483,0.12826685,2.122861417,5.058581167,0.216905908
Mecp2,2.74283585,4.5409383,5.990164967,6.605253867,6.9054487
Mecr,12.33449602,12.39536127,11.73728618,17.40510508,22.89900467
Med1,28.794086,31.78059417,25.22866238,32.74690295,40.2984682
Med10,28.4045507,19.28502203,46.14383152,32.9454624,24.00834653
Med11,19.29404445,17.13545872,20.55550217,18.75006283,19.21908487
Med12,8.216078383,24.67709527,14.38894153,15.62010583,19.00851763
Med12l,0.719493117,1.470852567,1.811604967,9.16591255,17.20357623
Med13,21.28947525,25.11253998,25.51380137,26.00424723,27.31135147
Med13l,20.2846752,15.49448078,13.80303263,13.3910332,20.73881057
Med14,17.40936652,13.08064828,9.412141383,12.52958088,13.55950097
Med15,10.13173608,7.64918695,12.7056603,10.2816312,10.70375138
Med16,4.798272867,5.320037583,6.67284965,6.57718235,9.209213133
Med17,23.46473313,14.1616296,14.15820365,16.42475085,18.38597655
Med18,19.0246698,12.34973708,8.358661567,9.924962917,9.952361033
Med19,24.11255793,20.97539437,15.8269592,17.74549935,16.68434845
Med20,17.19483497,12.86716878,11.42395803,14.33644375,15.39433335
Med21,32.60877218,25.3696155,14.63974623,18.35723528,23.12049915
Med22,17.96649127,18.18356118,18.11178285,21.29424647,24.69328718
Med23,25.3337494,17.81438435,13.78203375,17.03265142,20.0522667
Med24,26.28170027,27.77661018,27.03833515,32.54874453,39.36407895
Med25,22.26924635,24.98287538,25.51065197,23.30007442,27.7265273
Med26,11.95407137,10.6376284,7.559057133,8.51939605,10.78468005
Med27,14.1993951,8.5178824,16.3548246,20.20107797,19.58257673
Med28,10.0517183,5.5514056,8.136387983,8.3985841,8.338551467
Med29,10.48623148,7.158250883,9.903697283,11.29302372,10.65761405
Med30,25.15864967,19.48042602,12.1488156,20.13845978,23.9924421
Med31,7.68947875,8.8221175,6.561583267,7.51821685,8.15488625
Med4,34.53984003,34.87779735,33.0136385,40.29171093,39.22854915
Med6,39.09710235,30.31484245,32.43494943,38.91342543,37.54319863
Med7,13.80755977,13.84177725,8.76785525,8.72163915,9.338961483
Med8,21.42177987,16.0571158,25.54168707,22.82099607,26.95027598
Med9,7.96836565,8.3333294,8.643971183,9.880316017,11.79276553
Med9os,0.0992399,0.3965709,0.327973633,0.885122483,0.89708925
Mef2a,2.688292817,8.9095315,31.3454606,22.89032043,13.62331137
Mef2b,1.23903255,0.652822683,0.000444875,0.0389309,0.000715
Mef2c,0.009835017,0.51486495,7.074885567,11.00485347,16.39501048
Mef2d,5.1326589,11.1470209,18.51708352,16.86275783,14.87329835
Meg3,19.76280342,17.02652675,9.823979867,2.181121467,0.867394217
Megf10,0.008046867,0,2.314313117,0.933284,0.45716425
Megf11,1.829679367,1.041274067,2.941457383,3.823629633,3.803759133
Megf6,0.440701333,1.1750523,0.570340617,0.148495467,0.098730883
Megf8,4.534006983,12.57188342,13.5638467,12.75322063,12.18076373
Megf9,0.423013733,1.021723783,4.476131483,3.050817167,3.890674717
Mei4,1.3201573,0.080814833,0.000444875,0.078237033,0.083247025
Meiob,0.430578383,0.714840767,0.04002065,0.13572635,0.491456067
Meioc,8.699316017,1.074715333,0.185362617,0.174338217,0.3103326
Meis1,0.395693483,0.992905567,8.4313724,23.00219832,33.53535938
Meis2,0.335105767,4.583277917,5.878869933,0.953710233,0.61610345
Meis3,1.69616535,5.58157645,5.996030733,1.7845415,2.66657925
Melk,42.68244833,39.67923093,16.68810397,22.85226897,24.26936075
Memo1,27.76809697,32.02873027,31.12237902,33.25838932,39.1387462
Men1,16.98323765,19.33947288,24.97547092,23.50625148,23.44410127
Meox1,0.693170783,0.04350435,0.3506981,0.019183242,0.000715
Mep1b,4.913551017,0,0.000444875,0.0003658,0.000715
Mepce,16.28914235,12.04324952,8.7155163,11.28189533,14.36618682
Mertk,1.133583467,0.79266735,0.300740567,0.12204715,0.247359933
Mesdc1,3.19425985,5.23254755,20.20899618,9.67455915,6.340173817
Mesdc2,16.45402205,15.50757777,17.74393057,16.8695663,14.47008078
Mesp1,0.026719417,45.3971981,0.000444875,0.0003658,0.000715
Mesp2,0.3370502,1.460244767,0.059769883,0.0628176,0.020632425
Mest,32.6698086,72.14888107,1243.747903,608.3554845,122.5871919
Met,1.700627233,0.598949233,2.181729583,0.737911283,0.3474683
Metap1,44.85316327,36.24651322,30.55781132,36.29404197,40.38665477
Metap1d,9.2680353,11.2975879,7.043468483,11.56606487,19.8081955
Metap2,45.4289114,48.88906893,36.26073665,45.90651205,47.1974742
Metrn,3.012767217,4.5462971,2.643644917,3.9583279,3.8129986
Metrnl,0.294185317,0.222725967,0.932516383,0.131140033,0.30747365
Mettl1,17.31968102,14.38189985,9.708380267,12.25790438,13.80980933
Mettl10,5.340816883,7.67613635,6.005553933,5.69100045,5.0802665
Mettl13,12.63662133,14.53765395,8.765107083,12.95158955,15.74922158
Mettl14,13.12068878,14.03497505,6.938022233,9.783176167,10.284165
Mettl15,1.51739725,1.2891765,1.730745083,2.610841167,3.129419283
Mettl16,52.91782387,27.38718263,21.09826365,32.56538715,36.50405205
Mettl17,11.81857688,6.803427483,7.779032283,6.5654288,7.839673233
Mettl18,9.76398395,5.63515925,3.3709099,6.554786867,5.036553917
Mettl2,23.79264438,23.00772567,14.51482517,20.42916063,23.23212565
Mettl21a,4.111648217,7.199787617,4.4137415,3.5650869,3.706584083
Mettl21c,0.37927015,1.348359417,2.211543767,3.255148083,3.663622633
Mettl22,5.927354917,10.7803448,3.1815765,5.311388267,8.641463517
Mettl23,14.06058172,18.87238403,7.111082633,9.516565283,11.78906822
Mettl25,7.184399917,2.469375017,2.62268315,3.719846433,4.7658287
Mettl26,5.463191567,10.92224167,9.07466185,7.93469345,7.193451617
Mettl3,21.6747488,15.87958872,11.20246077,14.59205655,17.15222047
Mettl4,23.08067667,23.21110798,6.4903238,11.64182103,13.82122775
Mettl5,19.76468847,17.61424552,6.039022467,8.430642917,13.13582603
Mettl6,18.5828415,23.44231848,24.89615838,22.98364788,21.58038768
Mettl7a1,2.274789,1.131390067,0.17081935,0.17319905,0.456361683
Mettl7a2,0.51663275,0.224997933,0.027682025,0.0003658,0.000715
Mettl8,10.52113403,10.99022077,6.92168985,9.70652485,11.78977228
Mettl9,17.69547435,50.62070003,31.29243098,34.02060882,30.81760177
Mex3a,13.01480128,24.14169108,19.38926207,13.56451222,10.27299845
Mex3b,0.431269517,12.48079022,9.156278633,6.7342856,5.553551667
Mex3c,21.95554372,24.97729502,22.08575105,18.07537498,16.62762812
Mex3d,5.2108238,8.188917367,8.63915155,2.706540133,2.2482617
Mfap1a,24.13065972,15.49961068,16.90573857,17.27851183,19.45995803
Mfap1b,31.0529551,20.40111233,20.67255453,21.52335672,24.6260193
Mfap2,0.346912983,3.2600435,2.840138483,0.912967483,0.650350933
Mfap3,15.83512807,22.94493212,19.58895508,18.04877885,16.0909768
Mfap3l,2.896373533,0.510188067,4.728249517,4.555265567,2.521495983
Mfap4,0.488670733,2.497430783,0.574196267,0.2497988,0.112804983
Mfap5,2.112036433,0,0.283395317,0.0003658,0.079227725
Mff,32.58015668,44.81101025,45.9322787,47.4374339,49.87275013
Mfge8,21.26284047,24.02224738,51.80345128,15.68801508,14.10075798
Mfhas1,0.52397415,5.489833033,9.684805983,3.57511855,2.468389633
Mfn1,13.32043585,15.48797748,9.891162417,10.65976808,11.3339479
Mfn2,6.64755095,6.0039222,9.436158917,8.857650267,13.36680737
Mfng,3.799788617,0.1243603,2.1144677,12.76030182,5.875642283
Mfsd1,27.6793141,26.776934,48.25942575,35.70652858,28.52097698
Mfsd10,15.38919347,19.64889592,10.86892378,10.92415643,13.3574492
Mfsd11,5.794882417,4.239501483,11.12306242,8.288156,6.65203135
Mfsd12,3.02024035,8.31748025,3.338668117,3.3118803,5.149316833
Mfsd13a,3.79499435,3.598769433,3.82808255,2.28335855,1.434358417
Mfsd14a,33.8223084,30.00902492,22.93173745,26.41285262,28.73941587
Mfsd14b,10.4462648,19.3206121,17.00579878,15.5343518,16.67021188
Mfsd2a,1.083283833,0.030533083,0.000444875,0.0003658,0.000715
Mfsd2b,0.282938217,0.713974783,0.63874055,11.27650078,40.19697818
Mfsd3,2.38537665,2.843760017,0.931743817,2.30574365,2.555089667
Mfsd4a,1.6542459,2.024069367,3.9118896,4.4182102,4.506190783
Mfsd4b4,0.713575033,1.828347983,1.722829867,2.52515585,2.75967565
Mfsd5,20.00745118,10.18784073,19.3818932,16.03716458,14.14893245
Mfsd6,0.610591883,0.23664795,1.101669417,1.970793683,3.5472389
Mfsd7b,5.37267885,5.614789533,5.562203483,5.391456883,8.083523733
Mfsd7c,1.0251517,0.354680517,0.306643967,0.2673504,0.474943767
Mfsd8,2.612067617,3.972646133,2.150770067,3.593008333,4.7124861
Mfsd9,0.791679033,1.413183017,0.644170433,1.191553417,1.76095075
Mga,56.6806535,39.49104078,21.66285222,23.79399955,21.51354755
Mgarp,5.009825517,13.88499255,0.054993133,0.034113633,0.079911592
Mgat1,5.710094317,11.04634132,30.80035012,34.17834527,33.04278892
Mgat2,13.26280838,14.10293932,27.68157968,20.79588705,19.28805133
Mgat3,2.83508595,2.700644283,0.604695433,0.2392048,0.11820415
Mgat4a,3.93766365,0.7278844,0.65433275,2.2439,2.4382931
Mgat4b,8.645952883,17.33926375,54.93679155,40.80937132,26.43630465
Mgat4e,0.827975017,0.0146538,0.0836376,0.0003658,0.027889608
Mgat5,3.2757853,2.40748715,11.17121988,7.581944133,6.682143467
Mgat5b,2.457226267,1.050608667,0.204039733,0.0759615,0.000715
Mgea5,52.82969492,72.4696282,36.84959888,40.26054752,48.53974
Mgll,0.4004576,0.57279855,0.163872433,0.0647109,0.065585725
Mgme1,17.05258913,11.796423,3.937084117,7.248740267,8.719189983
Mgmt,10.46563355,12.88308635,16.50047,15.09466408,11.04680285
Mgp,0,0,0.000444875,0.0003658,0.000715
Mgrn1,14.45759437,13.74711567,24.8448663,20.9135595,17.8176388
Mgst1,2.304471783,0.377509033,2.445134933,5.6655787,4.381207467
Mgst2,0,0.159514167,0.96214495,2.175688333,5.084253633
Mgst3,13.69679943,6.807788433,6.850304483,20.9872399,50.52650178
Mki67,71.33044942,131.4033944,81.7513742,123.9428972,183.849104
Mkks,14.04417175,6.214417583,6.7824878,7.710101217,7.0920137
Mkl1,4.280016133,4.611035167,7.869016517,7.714055567,14.8804239
Mkl2,6.79904155,6.5901293,14.85243623,9.689076217,7.259870483
Mkln1,13.16388032,27.12620218,20.85890838,24.9943744,24.10995508
Mknk1,3.744761417,5.013616217,7.227275533,13.40187072,25.27883188
Mknk2,17.9847448,19.08806905,42.00007783,44.61624408,44.30885443
Mkrn1,161.5514141,14.87547862,7.079939,8.386790283,17.54107272
Mkrn2,19.76108395,18.38584658,13.96243858,17.33787587,16.68115868
Mkrn3,2.395683033,1.7629711,1.3688431,1.5835938,0.92909225
Mks1,8.903746167,5.9500872,2.004355567,2.317282117,2.542537633
Mkx,2.45168065,1.593893017,0.5138983,0.170745567,0.085111917
Mlana,0.733968433,0,0.266513617,0.03343855,0.224555958
Mlec,42.77040328,48.18721535,42.11156363,43.20410458,72.4215664
Mlf1,3.649459083,4.205028917,1.079613483,1.4984404,1.522316083
Mlf2,77.08556277,86.51478093,100.1103021,78.65520002,68.26429817
Mlh1,18.08508678,21.35617103,7.721032417,13.98323073,17.99697323
Mlh3,13.53799118,3.997273517,2.281006567,3.132534867,2.60353735
Mlkl,0.6413708,0.0183296,1.287752,0.84916395,1.899966967
Mllt1,9.169267467,9.7896127,10.9193748,10.70896997,13.5605927
Mllt10,16.49859408,27.2537071,15.10033992,17.09250845,20.20996513
Mllt11,5.30084805,4.442444683,3.74386525,2.92996055,3.1592495
Mllt3,2.096560817,7.629586917,1.73431045,2.81240165,5.108283583
Mllt6,21.7588604,8.08213275,4.555977183,2.4524383,2.669596583
Mlst8,7.528207983,6.223848383,4.854921633,4.467408483,5.359213917
Mlx,28.33522668,12.94713408,19.68353092,20.76284167,20.41108697
Mlxip,6.9508933,11.90526422,10.15181103,11.47385115,12.69056832
Mlxipl,0.973618367,0.406728333,0.000444875,0.0003658,0.024444675
Mlycd,0.859461833,4.17771135,7.68044735,7.844971817,9.786559733
Mmaa,1.695986683,1.983571567,1.04080105,1.885208317,1.585649017
Mmab,3.34864315,5.392791467,4.832373367,6.02476585,5.9268061
Mmachc,20.71602685,19.05074167,8.649464333,13.35835412,14.4985863
Mmadhc,30.29461075,34.56837472,34.9645415,36.41996345,38.75773435
Mmd,2.6800908,9.7155562,35.25293892,25.6760146,15.5994145
Mme,12.26273222,1.09195275,3.8523577,0.803449933,0.388419233
Mmel1,0.955261783,0.594357667,0.013711808,0.0437125,0.033453208
Mmgt1,9.850891333,11.51509495,9.99389045,10.45050078,10.25290733
Mmgt2,1.46501665,7.178549517,5.393696267,6.305032817,5.865234917
Mmp11,10.67815227,3.31606085,4.747284083,1.918534433,1.062508333
Mmp14,9.200392333,17.69790252,32.95681385,12.34342962,5.405265117
Mmp15,1.298060983,16.81535398,16.23172992,3.33891655,0.755603333
Mmp16,0.11830605,0.585363417,0.844335467,0.167790533,0.088291517
Mmp17,2.160910783,0.754875383,0.373670967,0.843928967,0.724685083
Mmp19,0.052187983,0.156396267,0.09093615,0.402954667,2.08807465
Mmp2,6.716292217,77.19730328,72.39104512,41.73901955,11.77465425
Mmp23,0.693273133,0.51303835,2.5563458,1.132067117,2.32123035
Mmp25,1.587986533,0.125140333,0.341475233,0.101195033,0.019284508
Mmp28,0.4394542,0.070226767,2.563727117,2.081715733,0.592087767
Mmp9,0.377555283,3.001660017,1.320030533,0.223668783,0.183523
Mmrn1,0,0,0.000444875,2.69195905,2.078751267
Mmrn2,3.870469567,0.64171445,52.76153802,20.41797858,2.119161983
Mms19,25.71394598,26.42461363,16.79696808,14.98393882,16.17467263
Mms22l,29.26562518,27.79805407,10.67993882,16.62440375,21.54146945
Mn1,0.731582183,1.639106967,1.986668167,0.923264933,0.577401467
Mnat1,21.23039727,26.7461115,18.73313808,18.6513434,20.59268145
Mnd1,39.16814047,37.30547892,7.267084467,16.18047933,20.52074787
Mns1,11.20045093,21.31755982,5.927288533,8.669793783,12.57904478
Mnt,5.806441283,5.2517212,7.433626917,6.878298567,7.272531483
Moap1,1.92455935,1.92498325,1.230700217,1.304917483,1.400401117
Mob1a,28.97295383,33.34744017,40.51060275,42.47094467,48.42266218
Mob1b,5.379610033,6.283557183,11.0656206,19.59904237,27.31117235
Mob2,12.36348232,12.09050358,16.53395785,18.63223538,20.17484467
Mob3a,9.699203467,10.32814677,24.99713575,17.03534942,25.95649072
Mob3b,1.330773517,1.16764005,0.3762805,0.66764275,0.748395883
Mob3c,1.378544467,1.178217133,4.72800265,6.183943867,6.474001167
Mob4,20.20054247,22.5974381,19.59730262,16.75705743,19.03686612
Mobp,1.439184433,0.0128172,0.000444875,0.0003658,0.000715
Mocos,0.641024583,0,0.8882628,0.530846633,0.322280467
Mocs1,2.304123267,4.1775138,6.8036772,6.6997305,9.721191667
Mocs2,9.6356456,6.262335217,13.15283472,14.3466394,12.40199865
Mocs3,2.33424115,2.2969417,1.506766217,1.50472925,2.090940117
Mog,3.000295217,0.379558583,0.5216533,0.409065467,0.109539817
Mogat2,0.512128083,37.45120478,14.19721152,2.944018383,1.433724967
Mogs,13.33650065,32.64199873,16.2703309,23.97679325,29.5077601
Mok,9.101087267,1.336157,1.198029017,1.63546535,1.299368117
Mon1a,1.84462635,1.03713075,3.627455533,3.3366856,4.33623345
Mon1b,5.203452267,3.938341733,4.7453679,5.967508933,8.699498283
Mon2,10.48961098,9.35550025,13.14064527,10.23692933,10.31102637
Morc1,51.52499903,0,0.028428492,0.032788717,0.000715
Morc2a,43.45342055,21.76993822,28.25675115,26.16962455,27.79878897
Morc3,63.17397563,28.80293265,12.6115702,14.93539488,16.48338907
Morc4,1.7407912,24.67635662,12.95104917,8.8507028,8.598941583
Morf4l1,98.12952002,99.77490347,106.7873985,92.67281343,85.5742097
Morf4l1-ps1,6.235496817,4.905224783,5.799961783,4.31037795,3.843164567
Morf4l1b,17.36410648,15.95432973,11.54674238,10.1294357,9.728468367
Morf4l2,224.5569437,201.069795,210.2388619,186.7219813,146.9575224
Morn1,0.649564367,2.528553483,1.173585933,1.4352323,1.553629217
Morn2,3.893286517,2.920884967,4.649160383,6.797141483,4.690222733
Morn3,0.417109817,0.024960483,0.412700383,0.655951533,0.164300108
Morn4,2.863859767,7.728415317,5.145514167,4.6431845,3.696298233
Mospd1,2.552651967,6.15338455,10.929713,8.675757517,8.2866003
Mospd2,7.8181545,8.88496405,8.840560317,7.44253385,6.25840215
Mospd3,2.334680117,0.537658883,2.989012233,1.937762917,2.774793833
Mov10,43.59090393,8.913864833,17.24704295,15.11213052,17.64670377
Mov10l1,2.033414,0.02792305,0.000444875,0.0003658,0.000715
Moxd1,0.976086967,0.5454625,0.000444875,0.0003658,0.000715
Mpc1,7.123661117,1.555260267,5.458917767,7.459469883,10.27323257
Mpc2,5.768898817,11.85759705,16.21580087,15.90771702,19.58760665
Mpdu1,49.55528535,21.87327237,28.10071877,33.40072475,32.33357383
Mpdz,3.646042117,16.35697393,14.54394153,12.20661048,6.187163267
Mpeg1,0.0189509,0.029360383,0.058287483,0.180544817,0.7425754
Mpg,11.5011388,12.9200252,12.40558453,16.68726098,19.61000067
Mphosph10,70.22021583,55.00827103,24.38098642,33.7381742,40.72407635
Mphosph6,60.46406107,43.57551053,37.33216552,36.04207788,40.00074912
Mphosph8,40.29564388,34.13227385,13.14189217,15.81259373,15.11715163
Mphosph9,7.33794245,8.22631895,6.118345883,7.163078367,6.576892367
Mpi,20.35210407,11.80280075,10.80837158,15.33762237,13.31980027
Mpl,0.001328917,0,0.318766367,11.3929914,18.5071514
Mplkip,8.386086783,10.1970398,5.227853133,6.033241917,7.014201783
Mpnd,21.44464455,39.74658742,22.45940778,13.9484711,8.478792717
Mpo,0,0.299577817,0.712613433,20.02244737,47.55754915
Mpp1,14.50081427,10.84755322,17.13564178,18.17560335,15.59049213
Mpp2,0.72348815,2.817341767,1.205160683,1.711070483,9.582130317
Mpp3,1.29250845,0.818133867,0.021674367,0.0003658,0.046694442
Mpp5,12.07126618,16.98912078,12.30425427,12.53935025,14.20011808
Mpp6,39.95780465,74.54220587,26.56422592,41.58234483,49.38120688
Mpp7,10.22063385,9.830937283,5.939363533,8.67906,9.273500033
Mppe1,1.993396383,2.311968533,5.902106317,4.8887865,5.18226195
Mpped2,1.24008375,3.304012033,2.446557633,1.1418011,0.651561467
